,date,site,transect,segment,plant,total_flowers,notes
3181,7/21/21,Virginia Basin,T3,1,Senecio crassulus,6,
3182,7/21/21,Virginia Basin,T3,1,Helianthella quinquenervis,1,
3183,7/21/21,Virginia Basin,T3,1,Potentilla pulcherrima,14,
3184,7/21/21,Virginia Basin,T2,1,Ligusticum porteri,5,
3185,7/21/21,Virginia Basin,T2,1,Arnica parryi,1,
3186,7/21/21,Virginia Basin,T2,1,Potentilla pulcherrima,50,
3187,7/21/21,Virginia Basin,T2,1,Helianthella quinquenervis,2,
3188,7/21/21,Virginia Basin,T2,1,Senecio crassulus,2,
3189,7/21/21,Virginia Basin,T2,1,Castilleja sulphurea,4,
3190,7/21/21,Virginia Basin,T2,2,Achillea millefolium,1,
3191,7/21/21,Virginia Basin,T2,2,Ligusticum porteri,12,
3192,7/21/21,Virginia Basin,T2,2,Helianthella quinquenervis,4,
3193,7/21/21,Virginia Basin,T2,2,Castilleja miniata,9,
3194,7/21/21,Virginia Basin,T2,2,Linum lewisii,2,
3195,7/21/21,Virginia Basin,T2,2,Potentilla pulcherrima,14,
3196,7/21/21,Virginia Basin,T2,2,Senecio crassulus,14,
3197,7/21/21,Virginia Basin,T2,3,Helianthella quinquenervis,6,
3198,7/21/21,Virginia Basin,T2,3,Potentilla pulcherrima,22,
3199,7/21/21,Virginia Basin,T2,3,Ligusticum porteri,9,
3200,7/21/21,Virginia Basin,T2,3,Castilleja miniata,10,
3201,7/21/21,Virginia Basin,T2,3,Senecio crassulus,6,
3202,7/21/21,Virginia Basin,T2,4,Ligusticum porteri,12,
3203,7/21/21,Virginia Basin,T2,4,Potentilla pulcherrima,26,
3204,7/21/21,Virginia Basin,T2,4,Achillea millefolium,3,
3205,7/21/21,Virginia Basin,T2,4,Helianthella quinquenervis,4,
3206,7/21/21,Virginia Basin,T2,4,Senecio crassulus,2,
3207,7/21/21,Virginia Basin,T2,4,Vicia americana,1,
3208,7/21/21,Virginia Basin,T2,5,Castilleja sulphurea,8,
3209,7/21/21,Virginia Basin,T2,5,Ligusticum porteri,11,
3210,7/21/21,Virginia Basin,T2,5,Achillea millefolium,2,
3211,7/21/21,Virginia Basin,T2,5,Potentilla pulcherrima,34,
3212,7/21/21,Virginia Basin,T2,5,Helianthella quinquenervis,3,
3213,7/21/21,Virginia Basin,T1,5,Linum lewisii,15,
3214,7/21/21,Virginia Basin,T1,5,Boechera stricta,6,
3215,7/21/21,Virginia Basin,T1,5,Arnica parryi,4,
3216,7/21/21,Virginia Basin,T1,5,Vicia americana,6,
3217,7/21/21,Virginia Basin,T1,5,Ligusticum porteri,8,
3218,7/21/21,Virginia Basin,T1,5,Castilleja miniata,4,
3219,7/21/21,Virginia Basin,T1,5,Achillea millefolium,3,
3220,7/21/21,Virginia Basin,T1,5,Senecio atratus,6,
3221,7/21/21,Virginia Basin,T1,5,Potentilla pulcherrima,9,
3222,7/21/21,Virginia Basin,T1,4,Ligusticum porteri,1,
3223,7/21/21,Virginia Basin,T1,4,Potentilla pulcherrima,32,
3224,7/21/21,Virginia Basin,T1,4,Linum lewisii,1,
3225,7/21/21,Virginia Basin,T1,4,Achillea millefolium,1,
3226,7/21/21,Virginia Basin,T1,4,Helianthella quinquenervis,1,
3227,7/21/21,Virginia Basin,T1,3,Ligusticum porteri,2,
3228,7/21/21,Virginia Basin,T1,3,Castilleja miniata,9,
3229,7/21/21,Virginia Basin,T1,3,Helianthella quinquenervis,3,
3230,7/21/21,Virginia Basin,T1,3,Potentilla pulcherrima,10,
3231,7/21/21,Virginia Basin,T1,3,Senecio crassulus,1,
3232,7/21/21,Virginia Basin,T1,3,Linum lewisii,2,
3233,7/21/21,Virginia Basin,T1,2,Ligusticum porteri,10,
3234,7/21/21,Virginia Basin,T1,2,Potentilla pulcherrima,61,
3235,7/21/21,Virginia Basin,T1,2,Helianthella quinquenervis,2,
3236,7/21/21,Virginia Basin,T1,2,Linum lewisii,1,
3237,7/21/21,Virginia Basin,T1,2,Senecio crassulus,3,
3238,7/21/21,Virginia Basin,T1,2,Castilleja sulphurea,12,
3239,7/21/21,Virginia Basin,T1,2,Agoseris glauca,1,
3240,7/21/21,Virginia Basin,T1,1,Castilleja sulphurea,9,
3241,7/21/21,Virginia Basin,T1,1,Potentilla pulcherrima,23,
3242,7/21/21,Virginia Basin,T1,1,Helianthella quinquenervis,1,
3243,7/21/21,Virginia Basin,T1,1,Senecio crassulus,3,
3244,7/23/21,Pfeiler,T1,1,Ipomopsis aggregata,9,
3245,7/23/21,Pfeiler,T1,1,Heliomeris multiflora,13,
3246,7/23/21,Pfeiler,T1,1,Erigeron speciosus,6,
3247,7/23/21,Pfeiler,T1,1,Potentilla pulcherrima,24,
3248,7/23/21,Pfeiler,T1,1,Hymenoxys hoopesii,5,
3249,7/23/21,Pfeiler,T1,1,Senecio crassulus,1,
3250,7/23/21,Pfeiler,T1,2,Hymenoxys hoopesii,12,
3251,7/23/21,Pfeiler,T1,2,Helianthella quinquenervis,2,
3252,7/23/21,Pfeiler,T1,2,Erigeron speciosus,36,
3253,7/23/21,Pfeiler,T1,2,Heliomeris multiflora,10,
3254,7/23/21,Pfeiler,T1,2,Potentilla pulcherrima,2,
3255,7/23/21,Pfeiler,T1,3,Ipomopsis aggregata,14,
3256,7/23/21,Pfeiler,T1,3,Hymenoxys hoopesii,14,
3257,7/23/21,Pfeiler,T1,3,Helianthella quinquenervis,3,
3258,7/23/21,Pfeiler,T1,3,Agoseris glauca,2,
3259,7/23/21,Pfeiler,T1,3,Erigeron speciosus,33,
3260,7/23/21,Pfeiler,T1,3,Potentilla pulcherrima,7,
3261,7/23/21,Pfeiler,T1,3,Senecio crassulus,4,
3262,7/23/21,Pfeiler,T1,3,Polygonum douglasii,1,
3263,7/23/21,Pfeiler,T1,3,Collomia linearis,1,
3264,7/23/21,Pfeiler,T1,4,Ipomopsis aggregata,6,
3265,7/23/21,Pfeiler,T1,4,Potentilla pulcherrima,20,
3266,7/23/21,Pfeiler,T1,4,Senecio crassulus,2,
3267,7/23/21,Pfeiler,T1,4,Hymenoxys hoopesii,5,
3268,7/23/21,Pfeiler,T1,4,Ligusticum porteri,1,
3269,7/23/21,Pfeiler,T1,4,Erigeron speciosus,135,
3270,7/23/21,Pfeiler,T1,4,Helianthella quinquenervis,1,
3271,7/23/21,Pfeiler,T1,4,Heliomeris multiflora,1,
3272,7/23/21,Pfeiler,T1,4,Polygonum douglasii,2,
3273,7/23/21,Pfeiler,T1,5,Heliomeris multiflora,3,
3274,7/23/21,Pfeiler,T1,5,Helianthella quinquenervis,3,
3275,7/23/21,Pfeiler,T1,5,Erigeron speciosus,26,
3276,7/23/21,Pfeiler,T1,5,Potentilla pulcherrima,7,
3277,7/23/21,Pfeiler,T2,5,Potentilla pulcherrima,21,
3278,7/23/21,Pfeiler,T2,5,Heliomeris multiflora,4,
3279,7/23/21,Pfeiler,T2,5,Erigeron speciosus,37,
3280,7/23/21,Pfeiler,T2,5,Agoseris glauca,1,
3281,7/23/21,Pfeiler,T2,5,Helianthella quinquenervis,2,
3282,7/23/21,Pfeiler,T2,5,Senecio crassulus,2,
3283,7/23/21,Pfeiler,T2,5,Polygonum douglasii,2,
3284,7/23/21,Pfeiler,T2,4,Erigeron speciosus,44,
3285,7/23/21,Pfeiler,T2,4,Potentilla pulcherrima,9,
3286,7/23/21,Pfeiler,T2,4,Helianthella quinquenervis,7,
3287,7/23/21,Pfeiler,T2,4,Senecio crassulus,1,
3288,7/23/21,Pfeiler,T2,4,Heliomeris multiflora,3,
3289,7/23/21,Pfeiler,T2,4,Agoseris glauca,1,
3290,7/23/21,Pfeiler,T2,4,Polygonum douglasii,1,
3291,7/23/21,Pfeiler,T2,3,Hymenoxys hoopesii,4,
3292,7/23/21,Pfeiler,T2,3,Erigeron speciosus,11,
3293,7/23/21,Pfeiler,T2,3,Helianthella quinquenervis,6,
3294,7/23/21,Pfeiler,T2,3,Castilleja sulphurea,8,
3295,7/23/21,Pfeiler,T2,3,Agoseris glauca,1,
3296,7/23/21,Pfeiler,T2,3,Senecio crassulus,5,
3297,7/23/21,Pfeiler,T2,2,Heliomeris multiflora,6,
3298,7/23/21,Pfeiler,T2,2,Potentilla pulcherrima,8,
3299,7/23/21,Pfeiler,T2,2,Hymenoxys hoopesii,6,
3300,7/23/21,Pfeiler,T2,2,Senecio crassulus,1,
3301,7/23/21,Pfeiler,T2,2,Erigeron speciosus,11,
3302,7/23/21,Pfeiler,T2,2,Helianthella quinquenervis,9,
3303,7/23/21,Pfeiler,T2,2,Collomia linearis,6,
3304,7/23/21,Pfeiler,T2,2,Ligusticum porteri,2,
3305,7/23/21,Pfeiler,T2,1,Helianthella quinquenervis,8,
3306,7/23/21,Pfeiler,T2,1,Erigeron speciosus,19,
3307,7/23/21,Pfeiler,T2,1,Potentilla pulcherrima,31,
3308,7/23/21,Pfeiler,T2,1,Senecio crassulus,4,
3309,7/23/21,Pfeiler,T2,1,Heliomeris multiflora,6,
3310,7/23/21,Pfeiler,T3,1,Erigeron speciosus,38,
3311,7/23/21,Pfeiler,T3,1,Senecio crassulus,5,
3312,7/23/21,Pfeiler,T3,1,Potentilla pulcherrima,22,
3313,7/23/21,Pfeiler,T3,1,Heliomeris multiflora,5,
3314,7/23/21,Pfeiler,T3,1,Collomia linearis,37,
3315,7/23/21,Pfeiler,T3,2,Heliomeris multiflora,45,
3316,7/23/21,Pfeiler,T3,2,Erigeron speciosus,49,
3317,7/23/21,Pfeiler,T3,2,Hymenoxys hoopesii,4,
3318,7/23/21,Pfeiler,T3,2,Collomia linearis,34,
3319,7/23/21,Pfeiler,T3,2,Castilleja sulphurea,8,
3320,7/23/21,Pfeiler,T3,3,Helianthella quinquenervis,8,
3321,7/23/21,Pfeiler,T3,3,Heliomeris multiflora,14,
3322,7/23/21,Pfeiler,T3,3,Senecio crassulus,10,
3323,7/23/21,Pfeiler,T3,3,Erigeron speciosus,147,
3324,7/23/21,Pfeiler,T3,3,Potentilla pulcherrima,7,
3325,7/23/21,Pfeiler,T3,3,Collomia linearis,7,
3326,7/23/21,Pfeiler,T3,4,Heliomeris multiflora,29,
3327,7/23/21,Pfeiler,T3,4,Erigeron speciosus,151,
3328,7/23/21,Pfeiler,T3,4,Ipomopsis aggregata,1,
3329,7/23/21,Pfeiler,T3,4,Hymenoxys hoopesii,6,
3330,7/23/21,Pfeiler,T3,4,Helianthella quinquenervis,4,
3331,7/23/21,Pfeiler,T3,4,Senecio crassulus,14,
3332,7/23/21,Pfeiler,T3,4,Polygonum douglasii,1,
3333,7/23/21,Pfeiler,T3,4,Linum lewisii,2,
3334,7/23/21,Pfeiler,T3,5,Hymenoxys hoopesii,6,
3335,7/23/21,Pfeiler,T3,5,Potentilla pulcherrima,21,
3336,7/23/21,Pfeiler,T3,5,Erigeron speciosus,31,
3337,7/23/21,Pfeiler,T3,5,Helianthella quinquenervis,5,
3338,7/23/21,Pfeiler,T3,5,Eucephalus engelmannii,3,
3339,7/23/21,Pfeiler,T3,5,Agoseris glauca,1,
3340,7/23/21,Pfeiler,T3,5,Linum lewisii,1,
3341,7/23/21,Pfeiler,T3,5,Senecio crassulus,12,
3342,7/26/21,Ohio Pass High,T1,1,Potentilla pulcherrima,34,
3343,7/26/21,Ohio Pass High,T1,1,Castilleja sulphurea,27,
3344,7/26/21,Ohio Pass High,T1,1,Erigeron speciosus,8,
3345,7/26/21,Ohio Pass High,T1,1,Erigeron elatior,4,
3346,7/26/21,Ohio Pass High,T1,1,Helianthella quinquenervis,1,
3347,7/26/21,Ohio Pass High,T1,1,Heliomeris multiflora,1,
3348,7/26/21,Ohio Pass High,T1,2,Erigeron speciosus,109,
3349,7/26/21,Ohio Pass High,T1,2,Helianthella quinquenervis,6,
3350,7/26/21,Ohio Pass High,T1,2,Castilleja sulphurea,49,
3351,7/26/21,Ohio Pass High,T1,2,Potentilla pulcherrima,3,
3352,7/26/21,Ohio Pass High,T1,2,Heliomeris multiflora,5,
3353,7/26/21,Ohio Pass High,T1,3,Potentilla pulcherrima,19,
3354,7/26/21,Ohio Pass High,T1,3,Erigeron speciosus,9,
3355,7/26/21,Ohio Pass High,T1,3,Heliomeris multiflora,8,
3356,7/26/21,Ohio Pass High,T1,3,Helianthella quinquenervis,4,
3357,7/26/21,Ohio Pass High,T1,3,Eucephalus engelmannii,19,
3358,7/26/21,Ohio Pass High,T1,4,Eucephalus engelmannii,19,
3359,7/26/21,Ohio Pass High,T1,4,Erigeron speciosus,19,
3360,7/26/21,Ohio Pass High,T1,4,Potentilla pulcherrima,2,
3361,7/26/21,Ohio Pass High,T1,4,Heliomeris multiflora,15,
3362,7/26/21,Ohio Pass High,T1,4,Vicia americana,1,
3363,7/26/21,Ohio Pass High,T1,4,Lathyrus leucanthus,1,
3364,7/26/21,Ohio Pass High,T1,5,Erigeron speciosus,127,
3365,7/26/21,Ohio Pass High,T1,5,Eucephalus engelmannii,17,
3366,7/26/21,Ohio Pass High,T1,5,Heliomeris multiflora,10,
3367,7/26/21,Ohio Pass High,T1,5,Helianthella quinquenervis,2,
3368,7/26/21,Ohio Pass High,T1,5,Potentilla pulcherrima,3,
3369,7/26/21,Ohio Pass High,T2,5,Heliomeris multiflora,8,
3370,7/26/21,Ohio Pass High,T2,5,Eucephalus engelmannii,11,
3371,7/26/21,Ohio Pass High,T2,5,Erigeron speciosus,24,
3372,7/26/21,Ohio Pass High,T2,5,Boechera stricta,3,
3373,7/26/21,Ohio Pass High,T2,5,Potentilla pulcherrima,11,
3374,7/26/21,Ohio Pass High,T2,5,Castilleja sulphurea,6,
3375,7/26/21,Ohio Pass High,T2,4,Eucephalus engelmannii,29,
3376,7/26/21,Ohio Pass High,T2,4,Heliomeris multiflora,6,
3377,7/26/21,Ohio Pass High,T2,4,Potentilla pulcherrima,8,
3378,7/26/21,Ohio Pass High,T2,4,Helianthella quinquenervis,6,
3379,7/26/21,Ohio Pass High,T2,4,Erigeron speciosus,6,
3380,7/26/21,Ohio Pass High,T2,4,Castilleja sulphurea,30,
3381,7/26/21,Ohio Pass High,T2,3,Eucephalus engelmannii,13,
3382,7/26/21,Ohio Pass High,T2,3,Erigeron speciosus,60,
3383,7/26/21,Ohio Pass High,T2,3,Senecio crassulus,3,
3384,7/26/21,Ohio Pass High,T2,3,Collomia linearis,2,
3385,7/26/21,Ohio Pass High,T2,3,Heliomeris multiflora,2,
3386,7/26/21,Ohio Pass High,T2,3,Potentilla pulcherrima,9,
3387,7/26/21,Ohio Pass High,T2,3,Polygonum douglasii,1,
3388,7/26/21,Ohio Pass High,T2,2,Ligusticum porteri,9,
3389,7/26/21,Ohio Pass High,T2,2,Erigeron speciosus,1,
3390,7/26/21,Ohio Pass High,T2,2,Erigeron elatior,7,
3391,7/26/21,Ohio Pass High,T2,2,Helianthella quinquenervis,6,
3392,7/26/21,Ohio Pass High,T2,2,Senecio crassulus,4,
3393,7/26/21,Ohio Pass High,T2,2,Potentilla pulcherrima,3,
3394,7/26/21,Ohio Pass High,T2,2,Castilleja sulphurea,13,
3395,7/26/21,Ohio Pass High,T2,1,Erigeron speciosus,44,
3396,7/26/21,Ohio Pass High,T2,1,Castilleja sulphurea,85,
3397,7/26/21,Ohio Pass High,T2,1,Arnica parryi,4,
3398,7/26/21,Ohio Pass High,T2,1,Heliomeris multiflora,3,
3399,7/26/21,Ohio Pass High,T3,1,Erigeron speciosus,187,
3400,7/26/21,Ohio Pass High,T3,1,Helianthella quinquenervis,2,
3401,7/26/21,Ohio Pass High,T3,2,Helianthella quinquenervis,11,
3402,7/26/21,Ohio Pass High,T3,2,Erigeron speciosus,17,
3403,7/26/21,Ohio Pass High,T3,2,Eucephalus engelmannii,11,
3404,7/26/21,Ohio Pass High,T3,3,Erigeron speciosus,2,
3405,7/26/21,Ohio Pass High,T3,3,Erigeron elatior,14,
3406,7/26/21,Ohio Pass High,T3,3,Eucephalus engelmannii,11,
3407,7/26/21,Ohio Pass High,T3,3,Heliomeris multiflora,6,
3408,7/26/21,Ohio Pass High,T3,3,Agoseris glauca,2,
3409,7/26/21,Ohio Pass High,T3,4,Erigeron speciosus,42,
3410,7/26/21,Ohio Pass High,T3,4,Collomia linearis,36,
3411,7/26/21,Ohio Pass High,T3,4,Helianthella quinquenervis,3,
3412,7/26/21,Ohio Pass High,T3,4,Eucephalus engelmannii,29,
3413,7/26/21,Ohio Pass High,T3,4,Heliomeris multiflora,4,
3414,7/26/21,Ohio Pass High,T3,4,Erigeron elatior,6,
3415,7/26/21,Ohio Pass High,T3,4,Potentilla pulcherrima,8,
3416,7/26/21,Ohio Pass High,T3,5,Achillea millefolium,48,
3417,7/26/21,Ohio Pass High,T3,5,Erigeron speciosus,92,
3418,7/26/21,Ohio Pass High,T3,5,Heliomeris multiflora,7,
3419,7/26/21,Ohio Pass High,T3,5,Castilleja sulphurea,27,
3420,7/26/21,Ohio Pass High,T3,5,Eucephalus engelmannii,4,
3421,7/26/21,Ohio Pass High,T3,5,Potentilla pulcherrima,17,
3422,7/28/21,Virginia Basin,T2,1,Potentilla pulcherrima,19,
3423,7/28/21,Virginia Basin,T2,1,Helianthella quinquenervis,1,
3424,7/28/21,Virginia Basin,T2,1,Ligusticum porteri,2,
3425,7/28/21,Virginia Basin,T2,1,Arenaria congesta,7,
3426,7/28/21,Virginia Basin,T2,1,Castilleja sulphurea,2,
3427,7/28/21,Virginia Basin,T2,2,Linum lewisii,1,
3428,7/28/21,Virginia Basin,T2,2,Helianthella quinquenervis,4,
3429,7/28/21,Virginia Basin,T2,2,Castilleja miniata,9,
3430,7/28/21,Virginia Basin,T2,2,Senecio crassulus,1,
3431,7/28/21,Virginia Basin,T2,2,Achillea millefolium,1,
3432,7/28/21,Virginia Basin,T2,2,Ligusticum porteri,8,
3433,7/28/21,Virginia Basin,T2,2,Potentilla pulcherrima,7,
3434,7/28/21,Virginia Basin,T2,3,Ligusticum porteri,6,
3435,7/28/21,Virginia Basin,T2,3,Helianthella quinquenervis,4,
3436,7/28/21,Virginia Basin,T2,3,Potentilla pulcherrima,5,
3437,7/28/21,Virginia Basin,T2,3,Castilleja miniata,13,
3438,7/28/21,Virginia Basin,T2,4,Helianthella quinquenervis,4,
3439,7/28/21,Virginia Basin,T2,4,Achillea millefolium,3,
3440,7/28/21,Virginia Basin,T2,4,Potentilla pulcherrima,10,
3441,7/28/21,Virginia Basin,T2,4,Ligusticum porteri,1,
3442,7/28/21,Virginia Basin,T2,5,Ligusticum porteri,5,
3443,7/28/21,Virginia Basin,T2,5,Achillea millefolium,2,
3444,7/28/21,Virginia Basin,T2,5,Helianthella quinquenervis,3,
3445,7/28/21,Virginia Basin,T2,5,Potentilla pulcherrima,26,
3446,7/28/21,Virginia Basin,T2,5,Castilleja sulphurea,8,
3447,7/28/21,Virginia Basin,T1,5,Boechera stricta,1,
3448,7/28/21,Virginia Basin,T1,5,Arnica parryi,5,
3449,7/28/21,Virginia Basin,T1,5,Linum lewisii,11,
3450,7/28/21,Virginia Basin,T1,5,Senecio crassulus,1,
3451,7/28/21,Virginia Basin,T1,5,Ligusticum porteri,1,
3452,7/28/21,Virginia Basin,T1,5,Castilleja miniata,4,
3453,7/28/21,Virginia Basin,T1,5,Achillea millefolium,5,
3454,7/28/21,Virginia Basin,T1,5,Potentilla pulcherrima,3,
3455,7/28/21,Virginia Basin,T1,4,Potentilla pulcherrima,7,
3456,7/28/21,Virginia Basin,T1,4,Ligusticum porteri,2,
3457,7/28/21,Virginia Basin,T1,4,Achillea millefolium,1,
3458,7/28/21,Virginia Basin,T1,4,Helianthella quinquenervis,1,
3459,7/28/21,Virginia Basin,T1,3,Ligusticum porteri,1,
3460,7/28/21,Virginia Basin,T1,3,Gentianella amarella,4,
3461,7/28/21,Virginia Basin,T1,3,Castilleja miniata,4,
3462,7/28/21,Virginia Basin,T1,3,Helianthella quinquenervis,2,
3463,7/28/21,Virginia Basin,T1,3,Potentilla pulcherrima,1,
3464,7/28/21,Virginia Basin,T1,2,Gentianella amarella,3,
3465,7/28/21,Virginia Basin,T1,2,Potentilla pulcherrima,27,
3466,7/28/21,Virginia Basin,T1,2,Ligusticum porteri,6,
3467,7/28/21,Virginia Basin,T1,2,Helianthella quinquenervis,2,
3468,7/28/21,Virginia Basin,T1,2,Castilleja sulphurea,3,
3469,7/28/21,Virginia Basin,T1,1,Potentilla pulcherrima,14,
3470,7/28/21,Virginia Basin,T1,1,Senecio crassulus,1,
3471,7/28/21,Virginia Basin,T3,5,Heterotheca villosa,1,
3472,7/28/21,Virginia Basin,T3,5,Potentilla pulcherrima,6,
3473,7/28/21,Virginia Basin,T3,5,Arnica cordifolia,9,
3474,7/28/21,Virginia Basin,T3,5,Castilleja sulphurea,1,
3475,7/28/21,Virginia Basin,T3,4,Helianthella quinquenervis,3,
3476,7/28/21,Virginia Basin,T3,4,Potentilla pulcherrima,9,
3477,7/28/21,Virginia Basin,T3,4,Senecio crassulus,1,
3478,7/28/21,Virginia Basin,T3,4,Vicia americana,3,
3479,7/28/21,Virginia Basin,T3,3,Potentilla pulcherrima,11,
3480,7/28/21,Virginia Basin,T3,3,Agoseris glauca,1,
3481,7/28/21,Virginia Basin,T3,3,Arnica parryi,1,
3482,7/28/21,Virginia Basin,T3,3,Vicia americana,6,
3483,7/28/21,Virginia Basin,T3,3,Ligusticum porteri,2,
3484,7/28/21,Virginia Basin,T3,3,Helianthella quinquenervis,2,
3485,7/28/21,Virginia Basin,T3,2,Castilleja miniata,7,
3486,7/28/21,Virginia Basin,T3,2,Achillea millefolium,7,
3487,7/28/21,Virginia Basin,T3,2,Vicia americana,2,
3488,7/28/21,Virginia Basin,T3,2,Erigeron elatior,1,
3489,7/28/21,Virginia Basin,T3,2,Helianthella quinquenervis,4,
3490,7/28/21,Virginia Basin,T3,2,Potentilla pulcherrima,10,
3491,7/28/21,Virginia Basin,T3,2,Senecio crassulus,6,
3492,7/28/21,Virginia Basin,T3,1,Vicia americana,4,
3493,7/28/21,Virginia Basin,T3,1,Castilleja sulphurea,2,
3494,7/28/21,Virginia Basin,T3,1,Achillea millefolium,5,
3495,7/28/21,Virginia Basin,T3,1,Potentilla pulcherrima,7,
3496,7/28/21,Virginia Basin,T3,1,Helianthella quinquenervis,1,
3497,7/30/21,Pfeiler,T1,1,Heliomeris multiflora,43,
3498,7/30/21,Pfeiler,T1,1,Erigeron speciosus,8,
3499,7/30/21,Pfeiler,T1,1,Ipomopsis aggregata,5,
3500,7/30/21,Pfeiler,T1,1,Potentilla pulcherrima,2,
3501,7/30/21,Pfeiler,T1,1,Agoseris glauca,1,
3502,7/30/21,Pfeiler,T1,2,Erigeron speciosus,50,
3503,7/30/21,Pfeiler,T1,2,Hymenoxys hoopesii,5,
3504,7/30/21,Pfeiler,T1,2,Heliomeris multiflora,10,
3505,7/30/21,Pfeiler,T1,2,Agoseris glauca,1,
3506,7/30/21,Pfeiler,T1,3,Heliomeris multiflora,11,
3507,7/30/21,Pfeiler,T1,3,Ipomopsis aggregata,10,
3508,7/30/21,Pfeiler,T1,3,Erigeron speciosus,50,
3509,7/30/21,Pfeiler,T1,3,Hymenoxys hoopesii,3,
3510,7/30/21,Pfeiler,T1,3,Potentilla pulcherrima,3,
3511,7/30/21,Pfeiler,T1,3,Collomia linearis,1,
3512,7/30/21,Pfeiler,T1,4,Heliomeris multiflora,16,
3513,7/30/21,Pfeiler,T1,4,Erigeron speciosus,136,
3514,7/30/21,Pfeiler,T1,4,Potentilla pulcherrima,4,
3515,7/30/21,Pfeiler,T1,4,Hymenoxys hoopesii,1,
3516,7/30/21,Pfeiler,T1,4,Collomia linearis,3,
3517,7/30/21,Pfeiler,T1,4,Ipomopsis aggregata,4,
3518,7/30/21,Pfeiler,T1,4,Polygonum douglasii,29,
3519,7/30/21,Pfeiler,T1,5,Polygonum douglasii,14,
3520,7/30/21,Pfeiler,T1,5,Heliomeris multiflora,17,
3521,7/30/21,Pfeiler,T1,5,Erigeron speciosus,23,
3522,7/30/21,Pfeiler,T1,5,Potentilla pulcherrima,3,
3523,7/30/21,Pfeiler,T1,5,Agoseris glauca,1,
3524,7/30/21,Pfeiler,T2,5,Erigeron speciosus,67,
3525,7/30/21,Pfeiler,T2,5,Heliomeris multiflora,13,
3526,7/30/21,Pfeiler,T2,5,Potentilla pulcherrima,3,
3527,7/30/21,Pfeiler,T2,5,Agoseris glauca,2,
3528,7/30/21,Pfeiler,T2,5,Ipomopsis aggregata,3,
3529,7/30/21,Pfeiler,T2,4,Erigeron speciosus,41,
3530,7/30/21,Pfeiler,T2,4,Heliomeris multiflora,3,
3531,7/30/21,Pfeiler,T2,4,Potentilla pulcherrima,2,
3532,7/30/21,Pfeiler,T2,4,Agoseris glauca,2,
3533,7/30/21,Pfeiler,T2,3,Erigeron speciosus,10,
3534,7/30/21,Pfeiler,T2,3,Heliomeris multiflora,22,
3535,7/30/21,Pfeiler,T2,3,Castilleja sulphurea,12,
3536,7/30/21,Pfeiler,T2,3,Agoseris aurantiaca,1,
3537,7/30/21,Pfeiler,T2,2,Heliomeris multiflora,31,
3538,7/30/21,Pfeiler,T2,2,Erigeron speciosus,35,
3539,7/30/21,Pfeiler,T2,2,Helianthella quinquenervis,2,
3540,7/30/21,Pfeiler,T2,2,Collomia linearis,4,
3541,7/30/21,Pfeiler,T2,2,Agoseris glauca,1,
3542,7/30/21,Pfeiler,T2,1,Heliomeris multiflora,25,
3543,7/30/21,Pfeiler,T2,1,Erigeron speciosus,31,
3544,7/30/21,Pfeiler,T2,1,Potentilla pulcherrima,4,
3545,7/30/21,Pfeiler,T3,1,Heliomeris multiflora,23,
3546,7/30/21,Pfeiler,T3,1,Potentilla pulcherrima,5,
3547,7/30/21,Pfeiler,T3,1,Erigeron speciosus,50,
3548,7/30/21,Pfeiler,T3,1,Polygonum douglasii,12,
3549,7/30/21,Pfeiler,T3,1,Collomia linearis,10,
3550,7/30/21,Pfeiler,T3,2,Heliomeris multiflora,113,
3551,7/30/21,Pfeiler,T3,2,Erigeron speciosus,59,
3552,7/30/21,Pfeiler,T3,2,Castilleja sulphurea,10,
3553,7/30/21,Pfeiler,T3,2,Polygonum douglasii,3,
3554,7/30/21,Pfeiler,T3,2,Collomia linearis,6,
3555,7/30/21,Pfeiler,T3,3,Erigeron speciosus,169,
3556,7/30/21,Pfeiler,T3,3,Heliomeris multiflora,62,
3557,7/30/21,Pfeiler,T3,4,Hymenoxys hoopesii,2,
3558,7/30/21,Pfeiler,T3,4,Ipomopsis aggregata,5,
3559,7/30/21,Pfeiler,T3,4,Erigeron speciosus,161,
3560,7/30/21,Pfeiler,T3,4,Heliomeris multiflora,70,
3561,7/30/21,Pfeiler,T3,4,Polygonum douglasii,2,
3562,7/30/21,Pfeiler,T3,5,Potentilla pulcherrima,12,
3563,7/30/21,Pfeiler,T3,5,Heliomeris multiflora,45,
3564,7/30/21,Pfeiler,T3,5,Erigeron speciosus,37,
3565,7/30/21,Pfeiler,T3,5,Agoseris glauca,2,
3566,7/30/21,Pfeiler,T3,5,Eucephalus engelmannii,7,
3567,8/5/21,Virginia Basin,T1,1,Boechera stricta,2,
3568,8/5/21,Virginia Basin,T1,2,Castilleja sulphurea,5,
3569,8/5/21,Virginia Basin,T1,2,Potentilla pulcherrima,1,
3570,8/5/21,Virginia Basin,T1,2,Gentianella amarella,4,
3571,8/5/21,Virginia Basin,T1,3,Castilleja miniata,7,
3572,8/5/21,Virginia Basin,T1,3,Helianthella quinquenervis,2,
3573,8/5/21,Virginia Basin,T1,3,Gentianella amarella,7,
3574,8/5/21,Virginia Basin,T1,4,Achillea millefolium,1,
3575,8/5/21,Virginia Basin,T1,4,Agoseris glauca,1,
3576,8/5/21,Virginia Basin,T1,5,Agoseris glauca,2,
