date,site,who,transect,segment,round,gross_ID,plant,insect_order
7/28/21,Virginia Basin,SD,T2,5,1,Bombus bifarius,Helianthella quinquenervis,Hymenoptera
7/28/21,Virginia Basin,SD,T2,5,1,Syrphidae,Potentilla pulcherrima,Diptera
7/28/21,Virginia Basin,SD,T2,5,1,Other fly,Ligusticum porteri,Diptera
7/28/21,Virginia Basin,SD,T2,5,1,Other fly,Potentilla pulcherrima,Diptera
7/28/21,Virginia Basin,KW,T3,5,1,Bombus kirbiellus,Arnica parryi,Hymenoptera
7/28/21,Virginia Basin,KW,T3,5,1,Bombus flavifrons,Arnica parryi,Hymenoptera
7/28/21,Virginia Basin,KW,T3,5,1,Bombus flavifrons,Arnica parryi,Hymenoptera
7/28/21,Virginia Basin,KW,T3,5,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/28/21,Virginia Basin,KW,T3,5,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/30/21,Pfeiler,AS,T1,1,NA,Bombus bifarius,Heliomeris multiflora,Hymenoptera
7/30/21,Pfeiler,AS,T1,1,NA,Syrphidae,Heliomeris multiflora,Diptera
7/30/21,Pfeiler,AS,T3,1,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/30/21,Pfeiler,AS,T3,1,NA,Bombus unknown,Heliomeris multiflora,Hymenoptera
7/30/21,Pfeiler,AS,T3,1,NA,Bombus kirbiellus,Heliomeris multiflora,Hymenoptera
7/30/21,Pfeiler,AS,T3,1,NA,Bombus flavifrons,Heliomeris multiflora,Hymenoptera
7/30/21,Pfeiler,AS,T1,2,NA,Bombus bifarius,Erigeron speciosus,Hymenoptera
7/30/21,Pfeiler,AS,T2,2,NA,Bombus unknown,Erigeron speciosus,Hymenoptera
7/30/21,Pfeiler,AS,T2,2,NA,Bombus bifarius,Heliomeris multiflora,Hymenoptera
7/30/21,Pfeiler,AS,T2,2,NA,Bombus bifarius,Heliomeris multiflora,Hymenoptera
7/30/21,Pfeiler,AS,T3,2,NA,Bombus bifarius,Erigeron speciosus,Hymenoptera
7/30/21,Pfeiler,AS,T3,2,NA,Bombus bifarius,Heliomeris multiflora,Hymenoptera
7/30/21,Pfeiler,AS,T3,2,NA,Bombus unknown,Heliomeris multiflora,Hymenoptera
7/30/21,Pfeiler,AS,T3,2,NA,Bombus flavifrons,Heliomeris multiflora,Hymenoptera
7/30/21,Pfeiler,AS,T3,2,NA,Bombus flavifrons,Heliomeris multiflora,Hymenoptera
7/30/21,Pfeiler,AS,T1,3,NA,Bombus sylvicola,Hymenoxys hoopesii,Hymenoptera
7/30/21,Pfeiler,AS,T2,3,NA,Bombus flavifrons,Heliomeris multiflora,Hymenoptera
7/30/21,Pfeiler,AS,T3,3,NA,Bombus bifarius,Erigeron speciosus,Hymenoptera
7/30/21,Pfeiler,AS,T3,3,NA,Bombus bifarius,Erigeron speciosus,Hymenoptera
7/30/21,Pfeiler,AS,T3,3,NA,Bombus bifarius,Erigeron speciosus,Hymenoptera
7/30/21,Pfeiler,AS,T3,3,NA,Bombus bifarius,Erigeron speciosus,Hymenoptera
7/30/21,Pfeiler,AS,T3,3,NA,Bombus bifarius,Erigeron speciosus,Hymenoptera
7/30/21,Pfeiler,AS,T3,3,NA,Bombus flavifrons,Erigeron speciosus,Hymenoptera
7/30/21,Pfeiler,AS,T3,3,NA,Bombus bifarius,Heliomeris multiflora,Hymenoptera
7/30/21,Pfeiler,AS,T3,3,NA,Bombus bifarius,Heliomeris multiflora,Hymenoptera
7/30/21,Pfeiler,AS,T3,3,NA,Bombus bifarius,Heliomeris multiflora,Hymenoptera
7/30/21,Pfeiler,AS,T1,4,NA,Bombus unknown,Heliomeris multiflora,Hymenoptera
7/30/21,Pfeiler,AS,T1,4,NA,Syrphidae,Erigeron speciosus,Diptera
7/30/21,Pfeiler,AS,T2,4,NA,Other fly,Agoseris glauca,Diptera
7/30/21,Pfeiler,AS,T3,4,NA,Bombus centralis,Heliomeris multiflora,Hymenoptera
7/30/21,Pfeiler,AS,T3,4,NA,Bombus bifarius,Erigeron speciosus,Hymenoptera
7/30/21,Pfeiler,AS,T3,4,NA,Syrphidae,Heliomeris multiflora,Diptera
7/30/21,Pfeiler,AS,T3,4,NA,Syrphidae,Erigeron speciosus,Diptera
7/30/21,Pfeiler,AS,T3,4,NA,Syrphidae,Erigeron speciosus,Diptera
7/30/21,Pfeiler,AS,T1,5,NA,Bombus bifarius,Heliomeris multiflora,Hymenoptera
7/30/21,Pfeiler,AS,T1,5,NA,Other fly,Agoseris glauca,Diptera
7/30/21,Pfeiler,AS,T2,5,NA,Bombus bifarius,Heliomeris multiflora,Hymenoptera
7/30/21,Pfeiler,AS,T2,5,NA,Other fly,Agoseris glauca,Diptera
7/30/21,Pfeiler,AS,T2,5,NA,Moths,Erigeron speciosus,Lepidoptera
7/30/21,Pfeiler,AS,T2,5,NA,Other fly,Erigeron speciosus,Diptera
7/30/21,Pfeiler,AS,T3,5,NA,Bombus bifarius,Heliomeris multiflora,Hymenoptera
7/30/21,Pfeiler,AS,T3,5,NA,Bombus bifarius,Heliomeris multiflora,Hymenoptera
7/30/21,Pfeiler,AS,T3,5,NA,Bombus flavifrons,Heliomeris multiflora,Hymenoptera
7/30/21,Pfeiler,AS,T3,5,NA,Bombus flavifrons,Heliomeris multiflora,Hymenoptera
7/30/21,Pfeiler,AS,T3,5,NA,Bombus unknown,Heliomeris multiflora,Hymenoptera
7/30/21,Pfeiler,AS,T3,5,NA,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/30/21,Pfeiler,AS,T3,5,NA,Other fly,Agoseris glauca,Diptera
8/5/21,Virginia Basin,DG,T3,1,NA,Hemipteran,Achillea millefolium,Hemiptera
8/5/21,Virginia Basin,DG,T3,1,NA,Syrphidae,Achillea millefolium,Diptera
8/5/21,Virginia Basin,SD,T2,2,NA,Bombus unknown,Achillea millefolium,Hymenoptera
8/5/21,Virginia Basin,SD,T2,2,NA,Bombus frigidus,Castilleja miniata,Hymenoptera
8/5/21,Virginia Basin,SD,T2,2,NA,Small black solitary bee,Achillea millefolium,Hymenoptera
8/5/21,Virginia Basin,SD,T2,2,NA,Other fly,Achillea millefolium,Diptera
8/5/21,Virginia Basin,KA,T3,2,NA,Bombus unknown,Helianthella quinquenervis,Hymenoptera
8/5/21,Virginia Basin,DG,T3,2,NA,Other fly,Achillea millefolium,Diptera
8/5/21,Virginia Basin,DG,T3,2,NA,Other fly,Achillea millefolium,Diptera
8/5/21,Virginia Basin,KA,T3,2,NA,Other fly,Achillea millefolium,Diptera
8/5/21,Virginia Basin,SD,T3,3,NA,Bombus frigidus,Vicia americana,Hymenoptera
8/5/21,Virginia Basin,KA,T1,5,NA,Other fly,Achillea millefolium,Diptera
8/5/21,Virginia Basin,KA,T2,5,NA,Other fly,Achillea millefolium,Diptera
8/5/21,Virginia Basin,KA,T2,5,NA,Small black solitary bee,Achillea millefolium,Hymenoptera
8/5/21,Virginia Basin,AB,T3,5,NA,Bombus mixtus,Heterotheca villosa,Hymenoptera
8/5/21,Virginia Basin,AB,T3,5,NA,Small black solitary bee,Heterotheca villosa,Hymenoptera
6/27/22,Virginia Basin,KA,T2,1,1,Syrphidae,Pseudocymopterus montanus,Diptera
6/27/22,Virginia Basin,KA,T2,1,1,Syrphidae,Pseudocymopterus montanus,Diptera
6/27/22,Virginia Basin,MC,T1,3,1,Small black solitary bee,Fragaria virginiana,Hymenoptera
6/27/22,Virginia Basin,MC,T1,3,1,Small black solitary bee,Fragaria virginiana,Hymenoptera
6/27/22,Virginia Basin,KA,T3,3,1,Other fly,Draba aurea,Diptera
7/2/22,Ohio Pass High,CA,T1,1,2,Bombus occidentalis,Delphinium nuttallianum,Hymenoptera
7/2/22,Ohio Pass High,CA,T2,2,1,Bombus flavifrons,Delphinium nuttallianum,Hymenoptera
7/2/22,Ohio Pass High,CA,T2,2,3,Moths,Boechera stricta,Lepidoptera
7/2/22,Ohio Pass High,CA,T3,2,2,Bombus flavifrons,Delphinium nuttallianum,Hymenoptera
7/2/22,Ohio Pass High,CA,T3,2,3,Bombus sylvicola,Delphinium nuttallianum,Hymenoptera
7/2/22,Ohio Pass High,CA,T1,3,1,Other fly,Potentilla pulcherrima,Diptera
7/2/22,Ohio Pass High,CA,T2,3,3,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/2/22,Ohio Pass High,CA,T2,3,2,Wasps,Potentilla pulcherrima,Hymenoptera
7/2/22,Ohio Pass High,CA,T2,4,1,Other fly,Potentilla pulcherrima,Diptera
7/2/22,Ohio Pass High,CA,T2,4,2,Syrphidae,Delphinium nuttallianum,Diptera
7/2/22,Ohio Pass High,CA,T1,5,2,Syrphidae,Potentilla pulcherrima,Diptera
7/2/22,Ohio Pass High,CA,T1,5,2,Other fly,Potentilla pulcherrima,Diptera
7/2/22,Ohio Pass High,CA,T3,5,3,Bombus sylvicola,Delphinium nuttallianum,Hymenoptera
7/2/22,Ohio Pass High,CA,T3,5,2,Syrphidae,Ligusticum porteri,Diptera
7/8/22,Virginia Basin,KA,T1,1,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/8/22,Virginia Basin,KA,T2,1,1,Syrphidae,Androsace septentrionalis,Diptera
7/8/22,Virginia Basin,KA,T1,2,1,Syrphidae,Potentilla pulcherrima,Diptera
7/8/22,Virginia Basin,KA,T1,2,1,Other fly,Potentilla pulcherrima,Diptera
7/8/22,Virginia Basin,KA,T1,2,1,Syrphidae,Potentilla pulcherrima,Diptera
7/8/22,Virginia Basin,KA,T1,2,1,Beetles,Senecio crassulus,Coleoptera
7/8/22,Virginia Basin,MC,T2,2,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/8/22,Virginia Basin,MC,T2,2,1,Other fly,Linum lewisii,Diptera
7/8/22,Virginia Basin,KA,T3,2,1,Syrphidae,Senecio crassulus,Diptera
7/8/22,Virginia Basin,KA,T3,2,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/8/22,Virginia Basin,KA,T3,2,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/8/22,Virginia Basin,KA,T1,3,1,Bombus kirbiellus,Linum lewisii,Hymenoptera
7/8/22,Virginia Basin,KA,T1,3,1,Syrphidae,Ligusticum porteri,Diptera
7/8/22,Virginia Basin,KA,T1,3,1,Syrphidae,Pseudocymopterus montanus,Diptera
7/8/22,Virginia Basin,KA,T1,3,1,Syrphidae,Ligusticum porteri,Diptera
7/8/22,Virginia Basin,KA,T1,4,1,Syrphidae,Potentilla pulcherrima,Diptera
7/8/22,Virginia Basin,KA,T1,4,1,Syrphidae,Senecio crassulus,Diptera
7/8/22,Virginia Basin,KA,T1,4,1,Small black solitary bee,Linum lewisii,Hymenoptera
7/8/22,Virginia Basin,KA,T1,4,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/8/22,Virginia Basin,KA,T1,4,1,Syrphidae,Potentilla pulcherrima,Diptera
7/8/22,Virginia Basin,KA,T1,5,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/8/22,Virginia Basin,KA,T1,5,1,Syrphidae,Linum lewisii,Diptera
7/8/22,Virginia Basin,MC,T3,5,1,Bombus bifarius,Senecio crassulus,Hymenoptera
7/11/22,Ohio Pass High,KA,T1,1,3,Bombus unknown,Delphinium nuttallianum,Hymenoptera
7/11/22,Ohio Pass High,KA,T1,1,1,Syrphidae,Ligusticum porteri,Diptera
7/11/22,Ohio Pass High,KA,T1,1,1,Syrphidae,Ligusticum porteri,Diptera
7/11/22,Ohio Pass High,KA,T1,1,3,Syrphidae,Ligusticum porteri,Diptera
7/11/22,Ohio Pass High,KA,T1,1,1,Syrphidae,Ligusticum porteri,Diptera
7/11/22,Ohio Pass High,KA,T1,1,3,Syrphidae,Ligusticum porteri,Diptera
7/11/22,Ohio Pass High,KA,T1,1,1,Syrphidae,Ligusticum porteri,Diptera
7/11/22,Ohio Pass High,KA,T1,1,1,Other fly,Ligusticum porteri,Diptera
7/11/22,Ohio Pass High,KA,T1,1,3,Other fly,Ligusticum porteri,Diptera
7/11/22,Ohio Pass High,KA,T1,1,1,Wasps,Ligusticum porteri,Hymenoptera
7/11/22,Ohio Pass High,KA,T1,1,1,Wasps,Ligusticum porteri,Hymenoptera
7/11/22,Ohio Pass High,KA,T1,1,1,Wasps,Ligusticum porteri,Hymenoptera
7/11/22,Ohio Pass High,KA,T1,1,1,Other fly,Ligusticum porteri,Diptera
7/11/22,Ohio Pass High,KA,T1,1,3,Other fly,Ligusticum porteri,Diptera
7/11/22,Ohio Pass High,KA,T1,1,1,Syrphidae,Ligusticum porteri,Diptera
7/11/22,Ohio Pass High,KA,T2,1,3,Syrphidae,Ligusticum porteri,Diptera
7/11/22,Ohio Pass High,KA,T2,1,3,Other fly,Ligusticum porteri,Diptera
7/11/22,Ohio Pass High,BB,T3,1,1,Other fly,Potentilla pulcherrima,Diptera
7/11/22,Ohio Pass High,BB,T1,2,2,Bombyliidae,Senecio crassulus,Diptera
7/11/22,Ohio Pass High,KA,T2,2,3,Beetles,Senecio crassulus,Coleoptera
7/11/22,Ohio Pass High,KA,T2,2,1,Other fly,Senecio crassulus,Diptera
7/11/22,Ohio Pass High,KA,T2,2,3,Other fly,Potentilla pulcherrima,Diptera
7/11/22,Ohio Pass High,KA,T2,2,2,Other fly,Potentilla pulcherrima,Diptera
7/11/22,Ohio Pass High,KA,T2,2,2,Beetles,Senecio crassulus,Coleoptera
7/11/22,Ohio Pass High,BB,T3,2,2,Small black solitary bee,Erigeron elatior,Hymenoptera
7/11/22,Ohio Pass High,BB,T3,2,2,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/11/22,Ohio Pass High,KA,T3,2,3,Beetles,Senecio crassulus,Coleoptera
7/11/22,Ohio Pass High,KA,T1,3,2,Syrphidae,Ligusticum porteri,Diptera
7/11/22,Ohio Pass High,KA,T1,3,3,Syrphidae,Ligusticum porteri,Diptera
7/11/22,Ohio Pass High,KA,T1,3,3,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/11/22,Ohio Pass High,BB,T1,3,1,Other fly,Potentilla pulcherrima,Diptera
7/11/22,Ohio Pass High,KA,T1,3,2,Wasps,Potentilla pulcherrima,Hymenoptera
7/11/22,Ohio Pass High,KA,T1,3,2,Hemipteran,Potentilla pulcherrima,Hemiptera
7/11/22,Ohio Pass High,KA,T1,3,3,Hemipteran,Potentilla pulcherrima,Hemiptera
7/11/22,Ohio Pass High,KA,T1,3,3,Other fly,Ligusticum porteri,Diptera
7/11/22,Ohio Pass High,BB,T1,3,1,Other fly,Ligusticum porteri,Diptera
7/11/22,Ohio Pass High,KA,T2,3,1,Syrphidae,Senecio crassulus,Diptera
7/11/22,Ohio Pass High,BB,T2,3,3,Big megachile,Lathyrus leucanthus,Hymenoptera
7/11/22,Ohio Pass High,KA,T2,3,2,Beetles,Senecio crassulus,Coleoptera
7/11/22,Ohio Pass High,KA,T3,3,1,Other fly,Potentilla pulcherrima,Diptera
7/11/22,Ohio Pass High,BB,T1,4,3,Syrphidae,Ligusticum porteri,Diptera
7/11/22,Ohio Pass High,BB,T1,4,3,Syrphidae,Ligusticum porteri,Diptera
7/11/22,Ohio Pass High,BB,T1,4,3,Syrphidae,Ligusticum porteri,Diptera
7/11/22,Ohio Pass High,BB,T1,4,3,Syrphidae,Ligusticum porteri,Diptera
7/11/22,Ohio Pass High,KA,T1,4,2,Other fly,Ligusticum porteri,Diptera
7/11/22,Ohio Pass High,BB,T1,4,3,Other fly,Potentilla pulcherrima,Diptera
7/11/22,Ohio Pass High,BB,T1,4,3,Other fly,Potentilla pulcherrima,Diptera
7/11/22,Ohio Pass High,BB,T1,4,3,Other fly,Potentilla pulcherrima,Diptera
7/11/22,Ohio Pass High,BB,T1,4,3,Hemipteran,Potentilla pulcherrima,Hemiptera
7/11/22,Ohio Pass High,KA,T2,4,3,Bombus bifarius,Potentilla pulcherrima,Hymenoptera
7/11/22,Ohio Pass High,BB,T3,4,1,Other fly,Potentilla pulcherrima,Diptera
7/11/22,Ohio Pass High,BB,T1,5,1,Small metallic solitary bee,Potentilla pulcherrima,Hymenoptera
7/11/22,Ohio Pass High,BB,T1,5,1,Other fly,Potentilla pulcherrima,Diptera
7/11/22,Ohio Pass High,BB,T1,5,1,Other fly,Potentilla pulcherrima,Diptera
7/11/22,Ohio Pass High,BB,T1,5,1,Other fly,Potentilla pulcherrima,Diptera
7/11/22,Ohio Pass High,BB,T1,5,1,Other fly,Potentilla pulcherrima,Diptera
7/11/22,Ohio Pass High,KA,T2,5,2,Syrphidae,Potentilla pulcherrima,Diptera
7/11/22,Ohio Pass High,KA,T2,5,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/11/22,Ohio Pass High,KA,T2,5,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/11/22,Ohio Pass High,KA,T2,5,2,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/11/22,Ohio Pass High,BB,T2,5,3,Other fly,Potentilla pulcherrima,Diptera
7/11/22,Ohio Pass High,KA,T2,5,1,Other fly,Potentilla pulcherrima,Diptera
7/11/22,Ohio Pass High,KA,T2,5,2,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/11/22,Ohio Pass High,KA,T3,5,1,Syrphidae,Ligusticum porteri,Diptera
7/13/22,Virginia Basin,MC,P3,1,1,Other fly,Senecio crassulus,Diptera
7/13/22,Virginia Basin,MC,P7,1,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/13/22,Virginia Basin,CA,P1,2,1,Bombus bifarius,Senecio crassulus,Hymenoptera
7/13/22,Virginia Basin,CA,P1,2,1,Hemipteran,Potentilla pulcherrima,Hemiptera
7/13/22,Virginia Basin,CA,P1,2,1,Wasps,Senecio crassulus,Hymenoptera
7/13/22,Virginia Basin,MDS,P3,2,1,Bombus bifarius,Senecio crassulus,Hymenoptera
7/13/22,Virginia Basin,MDS,P3,2,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/13/22,Virginia Basin,MC,P7,2,1,Other fly,Senecio crassulus,Diptera
7/13/22,Virginia Basin,MC,P7,2,1,Other fly,Senecio crassulus,Diptera
7/13/22,Virginia Basin,MC,P7,2,1,Other fly,Senecio crassulus,Diptera
7/13/22,Virginia Basin,MMC,P1,3,1,Syrphidae,Ligusticum porteri,Diptera
7/13/22,Virginia Basin,MMC,P1,3,1,Other fly,Ligusticum porteri,Diptera
7/13/22,Virginia Basin,MMC,P1,3,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/13/22,Virginia Basin,MMC,P1,3,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/13/22,Virginia Basin,MC,P3,3,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/13/22,Virginia Basin,MC,P7,3,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/13/22,Virginia Basin,MMC,P1,4,1,Small black solitary bee,Linum lewisii,Hymenoptera
7/13/22,Virginia Basin,MMC,P1,4,1,Bombyliidae,Senecio crassulus,Diptera
7/13/22,Virginia Basin,MMC,P1,4,1,Other fly,Linum lewisii,Diptera
7/13/22,Virginia Basin,MMC,P1,4,1,Syrphidae,Senecio crassulus,Diptera
7/13/22,Virginia Basin,MMC,P1,4,1,Other fly,Linum lewisii,Diptera
7/13/22,Virginia Basin,MC,P3,4,1,Syrphidae,Senecio crassulus,Diptera
7/13/22,Virginia Basin,MDS,P7,4,1,Bombus unknown,Senecio crassulus,Hymenoptera
7/13/22,Virginia Basin,MMC,P7,4,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/13/22,Virginia Basin,MDS,P7,4,1,Other fly,Senecio crassulus,Diptera
7/13/22,Virginia Basin,MMC,P3,5,1,Other fly,Potentilla pulcherrima,Diptera
7/13/22,Virginia Basin,CA,P3,5,1,Small black solitary bee,Senecio crassulus,Hymenoptera
7/13/22,Virginia Basin,CA,P7,5,1,Other fly,Potentilla pulcherrima,Diptera
7/13/22,Virginia Basin,CA,P7,5,1,Other fly,Androsace septentrionalis,Diptera
7/19/22,Virginia Basin,DL,P7,1,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/19/22,Virginia Basin,MC,P1,2,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/19/22,Virginia Basin,MC,P1,2,1,Other fly,Linum lewisii,Diptera
7/19/22,Virginia Basin,DL,P3,2,1,Syrphidae,Potentilla pulcherrima,Diptera
7/19/22,Virginia Basin,MDS,P7,2,1,Bombus kirbiellus,Senecio crassulus,Hymenoptera
7/19/22,Virginia Basin,MDS,P7,2,1,Other fly,Ligusticum porteri,Diptera
7/19/22,Virginia Basin,MC,P3,3,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/19/22,Virginia Basin,MC,P3,3,1,Other fly,Potentilla pulcherrima,Diptera
7/19/22,Virginia Basin,MDS,P1,4,1,Small black solitary bee,Linum lewisii,Hymenoptera
7/19/22,Virginia Basin,MDS,P1,4,1,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/19/22,Virginia Basin,DL,P3,4,1,Syrphidae,Potentilla pulcherrima,Diptera
7/19/22,Virginia Basin,DL,P7,4,1,Other fly,Potentilla pulcherrima,Diptera
7/19/22,Virginia Basin,DL,P7,4,1,Other fly,Senecio crassulus,Diptera
7/19/22,Virginia Basin,MC,P1,5,1,Bombus flavifrons,Senecio crassulus,Hymenoptera
7/19/22,Virginia Basin,MC,P1,5,1,Small black solitary bee,Senecio crassulus,Hymenoptera
7/19/22,Virginia Basin,MC,P1,5,1,Other fly,Linum lewisii,Diptera
7/19/22,Virginia Basin,MC,P1,5,1,Other fly,Linum lewisii,Diptera
7/19/22,Virginia Basin,MDS,P3,5,1,Bombus californicus,Senecio crassulus,Hymenoptera
7/19/22,Virginia Basin,MDS,P7,5,1,Syrphidae,Potentilla pulcherrima,Diptera
7/20/22,Ohio Pass High,MC,T1,1,1,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,MC,T1,1,1,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,MC,T1,1,3,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,MC,T1,1,1,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,MC,T2,1,2,Bombus flavifrons,Castilleja sulphurea,Hymenoptera
7/20/22,Ohio Pass High,MC,T2,1,2,Bombus kirbiellus,Castilleja sulphurea,Hymenoptera
7/20/22,Ohio Pass High,MC,T2,1,1,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,MC,T2,1,1,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,MC,T2,1,1,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,MC,T2,1,1,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,MC,T2,1,1,Syrphidae,Potentilla pulcherrima,Diptera
7/20/22,Ohio Pass High,MC,T2,1,1,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,DL,T2,1,3,Other fly,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,DL,T2,1,3,Other fly,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,MC,T3,1,1,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/20/22,Ohio Pass High,MC,T3,1,3,Bombus flavifrons,Heliomeris multiflora,Hymenoptera
7/20/22,Ohio Pass High,MC,T3,1,3,Wasps,Heliomeris multiflora,Hymenoptera
7/20/22,Ohio Pass High,DL,T1,2,2,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/20/22,Ohio Pass High,DL,T1,2,3,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/20/22,Ohio Pass High,DL,T2,2,3,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/20/22,Ohio Pass High,DL,T2,2,3,Bombus unknown,Helianthella quinquenervis,Hymenoptera
7/20/22,Ohio Pass High,DL,T2,2,3,Syrphidae,Potentilla pulcherrima,Diptera
7/20/22,Ohio Pass High,MC,T2,2,2,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/20/22,Ohio Pass High,DL,T2,2,1,Other fly,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,DL,T2,2,1,Other fly,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,DL,T3,2,2,Bombus bifarius,Helianthella quinquenervis,Hymenoptera
7/20/22,Ohio Pass High,DL,T3,2,2,Bombus bifarius,Helianthella quinquenervis,Hymenoptera
7/20/22,Ohio Pass High,MC,T3,2,3,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/20/22,Ohio Pass High,MC,T3,2,3,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/20/22,Ohio Pass High,DL,T1,3,3,Bombus unknown,Helianthella quinquenervis,Hymenoptera
7/20/22,Ohio Pass High,DL,T1,3,1,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,DL,T1,3,3,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,DL,T2,3,2,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/20/22,Ohio Pass High,MC,T2,3,3,Syrphidae,Collomia linearis,Diptera
7/20/22,Ohio Pass High,MC,T2,3,1,Other fly,Potentilla pulcherrima,Diptera
7/20/22,Ohio Pass High,DL,T2,3,2,Other fly,Potentilla pulcherrima,Diptera
7/20/22,Ohio Pass High,DL,T2,3,2,Other fly,Senecio crassulus,Diptera
7/20/22,Ohio Pass High,DL,T3,3,1,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,DL,T3,3,1,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,MC,T3,3,2,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,MC,T3,3,2,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,DL,T3,3,1,Other fly,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,DL,T3,3,1,Other fly,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,MC,T3,3,2,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,MC,T3,3,2,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,DL,T3,3,3,Syrphidae,Ligusticum porteri,Diptera
7/20/22,Ohio Pass High,MC,T1,4,1,Bombus kirbiellus,Castilleja sulphurea,Hymenoptera
7/20/22,Ohio Pass High,MC,T1,4,1,Bombus kirbiellus,Castilleja sulphurea,Hymenoptera
7/20/22,Ohio Pass High,MC,T1,4,1,Bombus flavifrons,Castilleja sulphurea,Hymenoptera
7/20/22,Ohio Pass High,MC,T2,4,2,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/20/22,Ohio Pass High,MC,T2,4,2,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/20/22,Ohio Pass High,DL,T3,4,1,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/20/22,Ohio Pass High,MC,T3,4,3,Bombus flavifrons,Helianthella quinquenervis,Hymenoptera
7/20/22,Ohio Pass High,DL,T3,4,2,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/20/22,Ohio Pass High,DL,T3,4,1,Syrphidae,Collomia linearis,Diptera
7/20/22,Ohio Pass High,DL,T3,4,2,Syrphidae,Collomia linearis,Diptera
7/20/22,Ohio Pass High,DL,T1,5,2,Small black solitary bee,Potentilla pulcherrima,Hymenoptera
7/20/22,Ohio Pass High,DL,T1,5,2,Other fly,Potentilla pulcherrima,Diptera
7/20/22,Ohio Pass High,DL,T1,5,3,Other fly,Potentilla pulcherrima,Diptera
