,Authors,Article Title,Journal,Publish year,DOI,DOI link,,Result,Name,Note,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,"Lyssaios, FA; González-Coloma, A; Fe Andrés, M; Díaz, CE",Biopesticide Compounds from an Endolichenic Fungus Xylaria sp. Isolated from the Lichen Hypogymnia tubulosa,MOLECULES,2025,10.3390/molecules30030470,http://dx.doi.org/10.3390/molecules30030470,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000515175900007,View Full Record in Web of Science
927,"Friggens, NL; Aspray, TJ; Parker, TC; Subke, JA; Wookey, PA",Spatial patterns in soil organic matter dynamics are shaped by mycorrhizosphere interactions in a treeline forest,PLANT AND SOIL,2020,10.1007/s11104-019-04398-y,http://dx.doi.org/10.1007/s11104-019-04398-y,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OCT 2019,,,,,,31691050,,,,,WOS:000494397800001,View Full Record in Web of Science
928,"D'Hervilly, C; Marsden, C; Hedde, M; Bertrand, I","Sown understory vegetation strips impact soil chemical fertility, associated microorganisms and macro-invertebrates in two temperate alley cropping systems",AGROFORESTRY SYSTEMS,2020,10.1007/s10457-020-00501-w,http://dx.doi.org/10.1007/s10457-020-00501-w,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AUG 2020,,,,,,,,,,,WOS:000557649200001,View Full Record in Web of Science
929,"Guerrouj, K; Pérez-Valera, E; Abdelmoumen, H; Bedmar, EJ; El Idrissi, MM",Ensifer meliloti is the preferred symbiont of Medicago arborea in eastern Morocco soils,CANADIAN JOURNAL OF MICROBIOLOGY,2013,10.1139/cjm-2013-0268,http://dx.doi.org/10.1139/cjm-2013-0268,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000256061700001,View Full Record in Web of Science
930,"José, JFBD; Cherubin, MR; Vargas, LK; Lisboa, BB; Zanatta, JA; Araújo, EF; Bayer, C",A soil quality index for subtropical sandy soils under different Eucalyptus harvest residue managements,JOURNAL OF FORESTRY RESEARCH,2023,10.1007/s11676-022-01507-z,http://dx.doi.org/10.1007/s11676-022-01507-z,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000425578000084,View Full Record in Web of Science
931,"Bowman, EA; Arnold, AE",Distributions of ectomycorrhizal and foliar endophytic fungal communities associated with Pinus ponderosa along a spatially constrained elevation gradient,AMERICAN JOURNAL OF BOTANY,2018,10.1002/ajb2.1072,http://dx.doi.org/10.1002/ajb2.1072,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41383943,,,,,WOS:001634235400001,View Full Record in Web of Science
932,"Brockett, BFT; Prescott, CE; Grayston, SJ",Soil moisture is the major factor influencing microbial community structure and enzyme activities across seven biogeoclimatic zones in western Canada,SOIL BIOLOGY & BIOCHEMISTRY,2012,10.1016/j.soilbio.2011.09.003,http://dx.doi.org/10.1016/j.soilbio.2011.09.003,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27147928,,,,,WOS:000373249400002,View Full Record in Web of Science
933,"Kooch, Y; Ghorbanzadeh, N; Haghverdi, K; Francaviglia, R",Soil quality cannot be improved after thirty years of land use change from forest to rangeland,SCIENCE OF THE TOTAL ENVIRONMENT,2023,10.1016/j.scitotenv.2022.159132,http://dx.doi.org/10.1016/j.scitotenv.2022.159132,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000428496700013,View Full Record in Web of Science
934,"Zhang, XL; Chen, L; Wang, Y; Jiang, PT; Hu, YT; Ouyang, S; Wu, HL; Lei, PF; Kuzyakov, Y; Xiang, WH",Plantations thinning: A meta-analysis of consequences for soil properties and microbial functions,SCIENCE OF THE TOTAL ENVIRONMENT,2023,10.1016/j.scitotenv.2023.162894,http://dx.doi.org/10.1016/j.scitotenv.2023.162894,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38899550,,,,,WOS:001250326700001,View Full Record in Web of Science
935,"Bainard, LD; Koch, AM; Gordon, AM; Klironomos, JN",Temporal and compositional differences of arbuscular mycorrhizal fungal communities in conventional monocropping and tree-based intercropping systems,SOIL BIOLOGY & BIOCHEMISTRY,2012,10.1016/j.soilbio.2011.10.008,http://dx.doi.org/10.1016/j.soilbio.2011.10.008,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000280718800001,View Full Record in Web of Science
936,"Eholie, SP; Aoussi, FE; Ouattara, IS; Bissagnene, E; Anglaret, X",HIV treatment and care in resource-constrained environments: challenges for the next decade,JOURNAL OF THE INTERNATIONAL AIDS SOCIETY,2012,10.7448/IAS.15.2.17334,http://dx.doi.org/10.7448/IAS.15.2.17334,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37333990,,,,,WOS:001008505000001,View Full Record in Web of Science
937,"Boraks, A; Plunkett, GM; Doro, TM; Alo, F; Sam, C; Tuiwawa, M; Ticktin, T; Amend, AS",Scale-Dependent Influences of Distance and Vegetation on the Composition of Aboveground and Belowground Tropical Fungal Communities,MICROBIAL ECOLOGY,2021,10.1007/s00248-020-01608-4,http://dx.doi.org/10.1007/s00248-020-01608-4,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000233735500004,View Full Record in Web of Science
938,"Kamau, S; Barrios, E; Karanja, NK; Ayuke, FO; Lehmann, J",Dominant tree species and earthworms affect soil aggregation and carbon content along a soil degradation gradient in an agricultural landscape,GEODERMA,2020,10.1016/j.geoderma.2019.113983,http://dx.doi.org/10.1016/j.geoderma.2019.113983,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APR 2021,,,,,,33847889,,,,,WOS:000639770400003,View Full Record in Web of Science
939,"JENTSCHKE, G; GODBOLD, DL; HUTTERMANN, A",CULTURE OF MYCORRHIZAL TREE SEEDLINGS UNDER CONTROLLED CONDITIONS - EFFECTS OF NITROGEN AND ALUMINUM,PHYSIOLOGIA PLANTARUM,1991,,,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000258557600005,View Full Record in Web of Science
940,"Vinichuk, M; Rosén, K; Dahlberg, A","137Cs in fungal sporocarps in relation to vegetation in a bog, pine swamp and forest along a transect",CHEMOSPHERE,2013,10.1016/j.chemosphere.2012.09.054,http://dx.doi.org/10.1016/j.chemosphere.2012.09.054,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000177395500002,View Full Record in Web of Science
941,"Reyes-Martín, MP; Martínez-Cartas, ML; Ortiz-Bernad, ; San-Emeterio, LM; Fernández-Ondoño, E",Mineralization of bagged pruning waste in agrosystem on the subtropical coast of Andalusia (Spain),JOURNAL OF AGRICULTURAL SCIENCE,2020,10.1017/S0021859621000113,http://dx.doi.org/10.1017/S0021859621000113,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOV 2023,,,,,,,,,,,WOS:001128830500001,View Full Record in Web of Science
942,"Landesman, WJ; Nelson, DM; Fitzpatrick, MC",Soil properties and tree species drive β-diversity of soil bacterial communities,SOIL BIOLOGY & BIOCHEMISTRY,2014,10.1016/j.soilbio.2014.05.025,http://dx.doi.org/10.1016/j.soilbio.2014.05.025,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20127464,,,,,WOS:000273214800008,View Full Record in Web of Science
943,"Tarasova, VN; Androsova, V; Sonina, A","LI.HENS OF THE NATIONAL PARK VODLOZERSKY, RUSSIA",NATURE CONSERVATION RESEARCH,2021,10.24189/ncr.2021.003,http://dx.doi.org/10.24189/ncr.2021.003,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JUN 2025,,,,,,,,,,,WOS:001501025100001,View Full Record in Web of Science
944,"Szczepkowski, A; Kowalczuk, W; Sikora, K; Damszel, M; Sierota, Z",Fungi Occurring in Norway Spruce Wood Decayed by Heterobasidion parviporum in Puszcza Borecka Stands (Northeastern Poland),FORESTS,2022,10.3390/f13020229,http://dx.doi.org/10.3390/f13020229,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000408754100029,View Full Record in Web of Science
945,"Castillo-Argaez, R; Konkol, JL; Vargas, A; Ploetz, RC; Schaffer, B",Disease severity and ecophysiology of rootstock/scion combinations of different avocado (Persea americana Mill.) genotypes in response to laurel wilt,SCIENTIA HORTICULTURAE,2021,10.1016/j.scienta.2021.110250,http://dx.doi.org/10.1016/j.scienta.2021.110250,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000295400300001,View Full Record in Web of Science
946,"McKee, KL; Feller, IC; Popp, M; Wanek, W",Mangrove isotopic (δ15N and δ13C) fractionation across a nitrogen vs. phosphorus limitation gradient,ECOLOGY,2002,10.1890/0012-9658(2002)083[1065:MINACF]2.0.CO;2,http://dx.doi.org/10.1890/0012-9658(2002)083[1065:MINACF]2.0.CO;2,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21562490,,,,,WOS:000291397800047,View Full Record in Web of Science
947,"YANG, XS; MADDEN, LV","EFFECT OF GROUND COVER, RAIN INTENSITY AND STRAWBERRY PLANTS ON SPLASH OF SIMULATED RAINDROPS",AGRICULTURAL AND FOREST METEOROLOGY,1993,10.1016/0168-1923(93)90035-G,http://dx.doi.org/10.1016/0168-1923(93)90035-G,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000351863600011,View Full Record in Web of Science
948,"Jeong, YS; Lim, SK; Kim, YJ; Lee, SY; Jung, HY","Phialomyces koreanus sp. nov., A Novel Soil Fungus from Korea",MYCOBIOLOGY,2025,10.1080/12298093.2025.2535782,http://dx.doi.org/10.1080/12298093.2025.2535782,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11298953,,,,,WOS:000167779400010,View Full Record in Web of Science
949,"Pei, YM; Lei, PF; Xiang, WH; Ouyang, S; Xu, YY","Effect of Stand Age on Fine Root Biomass, Production and Morphology in Chinese Fir Plantations in Subtropical China",SUSTAINABILITY,2018,10.3390/su10072280,http://dx.doi.org/10.3390/su10072280,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000509902300019,View Full Record in Web of Science
950,"Oulehle, F; Hofmeister, J; Cudlín, P; Hruska, J","The effect of reduced atmospheric deposition on soil and soil solution chemistry at a site subjected to long-term acidification, Nacetin, Czech Republic",SCIENCE OF THE TOTAL ENVIRONMENT,2006,10.1016/j.scitotenv.2006.07.031,http://dx.doi.org/10.1016/j.scitotenv.2006.07.031,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000223852200006,View Full Record in Web of Science
951,"Mäki, M; Heinonsalo, J; Hellén, H; Bäck, J",Contribution of understorey vegetation and soil processes to boreal forest isoprenoid exchange,BIOGEOSCIENCES,2017,10.5194/bg-14-1055-2017,http://dx.doi.org/10.5194/bg-14-1055-2017,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JUN 2020,,,,,,32556479,,,,,WOS:000540948500002,View Full Record in Web of Science
952,"Kumari, R; Fagodiya, RK; Sharma, G; Verma, K; Kumar, R; Prajapat, K; Thakur, IS; Rai, AK; Yadav, RK",Diverse land use systems differentially affect soil quality index in reclaimed sodic soils of Western Indo-Gangetic plains of India,AGROFORESTRY SYSTEMS,2025,10.1007/s10457-025-01268-8,http://dx.doi.org/10.1007/s10457-025-01268-8,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000292312200009,View Full Record in Web of Science
953,"Jones, MD; Twieg, BD; Durall, DM; Berch, SM","Location relative to a retention patch affects the ECM fungal community more than patch size in the first season after timber harvesting on Vancouver Island, British Columbia",FOREST ECOLOGY AND MANAGEMENT,2008,10.1016/j.foreco.2007.10.042,http://dx.doi.org/10.1016/j.foreco.2007.10.042,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:A1996VW63100011,View Full Record in Web of Science
954,"Decombeix, AL; Taylor, EL; Taylor, TN",BARK ANATOMY OF LATE PERMIAN GLOSSOPTERID TREES FROM ANTARCTICA,IAWA JOURNAL,2016,10.1163/22941932-20160146,http://dx.doi.org/10.1163/22941932-20160146,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40478232,,,,,WOS:001530451100016,View Full Record in Web of Science
955,"Hayashi, R; Maie, N; Wagai, R; Hirano, Y; Matsuda, Y; Okamoto, T; Wada, R; Tanikawa, T",Soil acidity accelerates soil organic matter decomposition in Cryptomeria japonica stands and Chamaecyparis obtusa stands,PLANT AND SOIL,2024,10.1007/s11104-023-06308-9,http://dx.doi.org/10.1007/s11104-023-06308-9,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000893143700001,View Full Record in Web of Science
956,"Kou, ZN; Liu, JQ; Tohti, G; Zhu, XY; Zheng, B; Zhu, YL; Zhang, W","Distinct Bacterial Communities Within the Nonrhizosphere, Rhizosphere, and Endosphere of Ammodendron bifolium Under Winter Condition in the Takeermohuer Desert",MICROBIAL ECOLOGY,2024,10.1007/s00248-024-02462-4,http://dx.doi.org/10.1007/s00248-024-02462-4,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAY 2023,,,,,,,,,,,WOS:000999169000001,View Full Record in Web of Science
957,"Toled, S; Peri, PL; Correa, OS; Montecchia, MS; Gargaglione, VB; Ladd, B",Structure and function of soil microbial communities in fertile islands in austral drylands,AUSTRAL ECOLOGY,2022,10.1111/aec.13151,http://dx.doi.org/10.1111/aec.13151,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000228152500010,View Full Record in Web of Science
958,"Anderson, JB; Catona, S",Genomewide mutation dynamic within a long-lived individual of Armillaria gallica,MYCOLOGIA,2014,10.3852/13-367,http://dx.doi.org/10.3852/13-367,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40005607,,,,,WOS:001430160500001,View Full Record in Web of Science
959,"Bock, CH; Gottwald, TR; Cook, AZ; Parker, PE; Graham, JH",THE EFFECT OF WIND SPEED ON DISPERSAL OF SPLASH-BORNE XANTHOMONAS CITRI subsp CITRI AT DIFFERENT HEIGHTS AND DISTANCES DOWNWIND OF CANKER-INFECTED GRAPEFRUIT TREES,JOURNAL OF PLANT PATHOLOGY,2011,,,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:A1993MX29200004,View Full Record in Web of Science
960,"De Bellis, T; Kernaghan, G; Widden, P",Plant community influences on soil microfungal assemblages in boreal mixed-wood forests,MYCOLOGIA,2007,10.3852/mycologia.99.3.356,http://dx.doi.org/10.3852/mycologia.99.3.356,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16166734,,,,,WOS:000232239600075,View Full Record in Web of Science
961,"Li, B; He, XX; Guo, SY; Li, DX; Wang, YA; Meng, XL; Dai, PB; Hu, TL; Cao, KQ; Wang, ST",Characterization of Bacillus amyloliquefaciens BA-4 and its biocontrol potential against Fusarium-related apple replant disease,FRONTIERS IN PLANT SCIENCE,2024,10.3389/fpls.2024.1370440,http://dx.doi.org/10.3389/fpls.2024.1370440,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41487361,,,,,WOS:001651720500001,View Full Record in Web of Science
962,"Yao, YF; Shao, MG; Fu, XL; Wang, X; Wei, XR",Effects of shrubs on soil nutrients and enzymatic activities over a 0-100 cm soil profile in the desert-loess transition zone,CATENA,2019,10.1016/j.catena.2018.11.031,http://dx.doi.org/10.1016/j.catena.2018.11.031,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000820838200014,View Full Record in Web of Science
963,"Masebo, N; Birhane, E; Takele, S; Lucena, JJ; Araceli, PS; Yunta, F; Belay, Z; Anjulo, A",Microbial biomass carbon distribution under agroforestry practices and soil depth variations in Southern Ethiopia,AGROFORESTRY SYSTEMS,2025,10.1007/s10457-025-01133-8,http://dx.doi.org/10.1007/s10457-025-01133-8,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JUN 2022,,,,,,35680063,,,,,WOS:000811640700008,View Full Record in Web of Science
964,"Brundrett, MC; Abbott, LK",Mycorrhizal fungus propagules in the jarrah forest .2. Spatial variability in inoculum levels,NEW PHYTOLOGIST,1995,10.1111/j.1469-8137.1995.tb03083.x,http://dx.doi.org/10.1111/j.1469-8137.1995.tb03083.x,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000368501600007,View Full Record in Web of Science
965,"Devi, S; Bhardwaj, KK; Dahiya, G; Sharma, MK; Dhillon, RS; Devi, P",Soil microbial properties as influenced by agri-silvi-horticultural system under semi-arid region of Haryana,INDIAN JOURNAL OF AGRICULTURAL SCIENCES,2021,10.56093/ijas.v91i11.118539,http://dx.doi.org/10.56093/ijas.v91i11.118539,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36567116,,,,,WOS:000916046100003,View Full Record in Web of Science
966,"Yu, J; Steinberger, Y",Vertical distribution of soil microbial biomass and its association with shrubs from the Negev Desert,JOURNAL OF ARID ENVIRONMENTS,2012,10.1016/j.jaridenv.2011.11.012,http://dx.doi.org/10.1016/j.jaridenv.2011.11.012,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:001229130700005,View Full Record in Web of Science
967,"Worrall, JJ; Lee, TD; Harrington, TC","Forest dynamics and agents that initiate and expand canopy gaps in Picea-Abies forests of Crawford Notch, New Hampshire, USA",JOURNAL OF ECOLOGY,2005,10.1111/j.1365-2745.2004.00937.x,http://dx.doi.org/10.1111/j.1365-2745.2004.00937.x,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29219808,,,,,WOS:000425219900068,View Full Record in Web of Science
968,"Horton, TR; Bruns, TD",Multiple-host fungi are the most frequent and abundant ectomycorrhizal types in a mixed stand of Douglas fir (Pseudotsuga menziesii) and bishop pine (Pinus muricata),NEW PHYTOLOGIST,1998,10.1046/j.1469-8137.1998.00185.x,http://dx.doi.org/10.1046/j.1469-8137.1998.00185.x,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39706918,,,,,WOS:001380733100001,View Full Record in Web of Science
969,"Cai, YF; Barber, P; Dell, B; O'Brien, P; Williams, N; Bowen, B; Hardy, G",Soil bacterial functional diversity is associated with the decline of Eucalyptus gomphocephala,FOREST ECOLOGY AND MANAGEMENT,2010,10.1016/j.foreco.2010.06.029,http://dx.doi.org/10.1016/j.foreco.2010.06.029,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000084608700004,View Full Record in Web of Science
970,"Falahzadah, MH; Shokoohi, E; Moravej, GH; Mashela, PW; Madadi, AK; Karimi, J","Entomophilic nematodes, Diploscapter coronatus and Oscheius tipulae from Afghanistan",ZOOTAXA,2021,10.11646/zootaxa.4926.3.5,http://dx.doi.org/10.11646/zootaxa.4926.3.5,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26445670,,,,,WOS:000365668300001,View Full Record in Web of Science
971,"Burg, P; Badalíková, B; Masán, V; Csáki, S; Burgová, J; Turan, J; Matwijczuk, A",Evaluation of the Effect of Deep Compost Application in the Areas around Vineyard Tree Trunks on Selected Soil Chemical Properties and the Vegetative Growth of the Vine,PROCESSES,2023,10.3390/pr11020632,http://dx.doi.org/10.3390/pr11020632,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:A1993MX29200005,View Full Record in Web of Science
972,"Luoma, DL; Stockdale, CA; Molina, R; Eberhart, JL",The spatial influence of Pseudotsuga menziesii retention trees on ectomycorrhiza diversity,CANADIAN JOURNAL OF FOREST RESEARCH,2006,10.1139/X06-143,http://dx.doi.org/10.1139/X06-143,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000180318200025,View Full Record in Web of Science
973,"Tadayon, MS; Mousavi, SM; Hosseini, SM","Salicylic Acid and Biochar-Biofertilizer Improve Soil Fertility, Drought Tolerance, and Fig Yield in a Semi-Arid Region",JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION,2025,10.1007/s42729-025-02609-3,http://dx.doi.org/10.1007/s42729-025-02609-3,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23315408,,,,,WOS:000330271400002,View Full Record in Web of Science
974,"dos Santos, AB; Fracetto, GGM; Fracetto, FJC; Lira, MA Jr",Rhizobial diversity in shrub-tree legume-based silvopastoral systems,BRAGANTIA,2022,10.1590/1678-4499.20210336,http://dx.doi.org/10.1590/1678-4499.20210336,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21148675,,,,,WOS:000297453500014,View Full Record in Web of Science
975,"Arguiano, C; Salomón, MES; Barroetaveña, C; Roy, M","Wildfire impact on the soil Funga associated to Nothofagus forests from central-western Patagonia, Argentina",FIRE ECOLOGY,2025,10.1186/s42408-025-00426-8,http://dx.doi.org/10.1186/s42408-025-00426-8,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25829331,,,,,WOS:000360873600007,View Full Record in Web of Science
976,"Dash, U; Gupta, B; Bhardwaj, DR; Sharma, P; Kumar, D; Chauhan, A; Keprate, A; Das, J","Tree spacings and nutrient sources effect on turmeric yield, quality, bio-economics and soil fertility in a poplar-based agroforestry system in Indian Himalayas",AGROFORESTRY SYSTEMS,2024,10.1007/s10457-024-00962-3,http://dx.doi.org/10.1007/s10457-024-00962-3,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000580984200008,View Full Record in Web of Science
977,"Morris, SJ",Spatial distribution of fungal and bacterial biomass in southern Ohio hardwood forest soils: fine scale variability and microscale patterns,SOIL BIOLOGY & BIOCHEMISTRY,1999,10.1016/S0038-0717(99)00047-4,http://dx.doi.org/10.1016/S0038-0717(99)00047-4,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17997297,,,,,WOS:000251860500002,View Full Record in Web of Science
978,"Huang, KD; Xu, C; Qian, ZZ; Zhang, K; Tang, LZ",Effects of Pruning on Vegetation Growth and Soil Properties in Poplar Plantations,FORESTS,2023,10.3390/f14030501,http://dx.doi.org/10.3390/f14030501,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33629940,,,,,WOS:000639142700056,View Full Record in Web of Science
979,"Ancona, V; Caracciolo, AB; Grenni, P; Di Lenola, M; Campanale, C; Calabrese, A; Uricchio, VF; Mascolo, G; Massacci, A",Plant-assisted bioremediation of a historically PCB and heavy metal-contaminated area in Southern Italy,NEW BIOTECHNOLOGY,2017,10.1016/j.nbt.2016.09.006,http://dx.doi.org/10.1016/j.nbt.2016.09.006,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21514716,,,,,WOS:000300647600048,View Full Record in Web of Science
980,"Masaki, T; Tanaka, H; Shibata, M; Nakashizuka, T",The seed bank dynamics of Cornus controversa and their role in regeneration,SEED SCIENCE RESEARCH,1998,10.1017/S0960258500003913,http://dx.doi.org/10.1017/S0960258500003913,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40764626,,,,,WOS:001545007600007,View Full Record in Web of Science
981,"Mahmood, S; Finlay, RD; Erland, S",Effects of repeated harvesting of forest residues on the ectomycorrhizal community in a Swedish spruce forest,NEW PHYTOLOGIST,1999,10.1046/j.1469-8137.1999.00414.x,http://dx.doi.org/10.1046/j.1469-8137.1999.00414.x,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:A1997XN74300002,View Full Record in Web of Science
982,"Liu, XM; Zhou, XK; Li, YD; Jiang, JX; Dong, LM; Fang, BZ; Li, WJ; Duan, YQ","Chthonobacter rhizosphaerae sp. nov., a bacterium isolated from rhizosphere soil of Citrus sinenesis",ARCHIVES OF MICROBIOLOGY,2021,10.1007/s00203-021-02217-6,http://dx.doi.org/10.1007/s00203-021-02217-6,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOS:000179996900021,View Full Record in Web of Science
983,"Janisová, M; Ujházy, K; Uhliarová, E",Phytosociology and ecology of Avenula adsurgens subsp adsurgens in Carpathian grasslands,TUEXENIA,2013,,,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEP 2021,,,,,,34589566,,,,,WOS:000704337700019,View Full Record in Web of Science
