"year","plot","pair","removal","litter","functional_group","code","count","percent_cover"
"2025",22,11,"Removal","Castilleja","forb","POGR",4,0.12
"2025",22,11,"Removal","Castilleja","forb","RAIN",1,0.001
"2025",22,11,"Removal","Castilleja","forb","SECR",5,0.05
"2025",22,11,"Removal","Castilleja","forb","TAOF",1,0.01
"2025",22,11,"Removal","Castilleja","forb","THFE",3,0.04
"2025",22,11,"Removal","Castilleja","forb","VAOC",3,0.01
"2025",22,11,"Removal","Castilleja","grass","ELGL",10,0.02
"2025",22,11,"Removal","Castilleja","grass","MESP",4,0.01
"2025",22,11,"Removal","Castilleja","sedge","CAHO",2,0.02
"2025",22,11,"Removal","Castilleja","shrub","RIMO",5,0.01
"2025",23,12,"Control","Control","forb","AQCO",1,0.01
"2025",23,12,"Control","Control","forb","CHAN",4,0.04
"2025",23,12,"Control","Control","forb","DRSP",1,0.02
"2025",23,12,"Control","Control","forb","EREL",1,0.02
"2025",23,12,"Control","Control","forb","GEPA",1,0.005
"2025",23,12,"Control","Control","forb","GERI",1,0.02
"2025",23,12,"Control","Control","forb","HEQU",7,0.25
"2025",23,12,"Control","Control","forb","HYHO",6,0.08
"2025",23,12,"Control","Control","forb","LIPO",5,0.35
"2025",23,12,"Control","Control","forb","MECI",1,0.01
"2025",23,12,"Control","Control","forb","POGR",1,0.02
"2025",23,12,"Control","Control","forb","SECR",5,0.05
"2025",23,12,"Control","Control","forb","THFE",3,0.12
"2025",23,12,"Control","Control","forb","VAOC",3,0.04
"2025",23,12,"Control","Control","grass","BRPU",2,0.02
"2025",23,12,"Control","Control","grass","ELGL",15,0.2
"2025",23,12,"Control","Control","grass","MESP",2,0.04
"2025",24,12,"Removal","Control","forb","BAVU",5,0.01
"2025",24,12,"Removal","Control","forb","CAPE",8,0.02
"2025",24,12,"Removal","Control","forb","ERCO",1,0.01
"2025",24,12,"Removal","Control","forb","ERSP",2,0.07
"2025",24,12,"Removal","Control","forb","FRVI",3,0.015
"2025",24,12,"Removal","Control","forb","HEMU",1,0.02
"2025",24,12,"Removal","Control","forb","HEQU",4,0.15
"2025",24,12,"Removal","Control","forb","HYHO",5,0.06
"2025",24,12,"Removal","Control","forb","LIPO",2,0.04
"2025",24,12,"Removal","Control","forb","POGR",6,0.15
"2025",24,12,"Removal","Control","forb","SECR",1,0.01
"2025",24,12,"Removal","Control","forb","VINU",1,0.001
"2025",24,12,"Removal","Control","grass","BRPU",1,0.01
"2025",24,12,"Removal","Control","grass","MESP",5,0.1
"2025",24,12,"Removal","Control","legume","LUAR",1,0.06
"2025",24,12,"Removal","Control","sedge","CAHO",3,0.1
"2025",25,13,"Removal","Control","forb","AQCO",1,0.02
"2025",25,13,"Removal","Control","forb","ERSP",2,0.015
"2025",25,13,"Removal","Control","forb","FRVI",6,0.06
"2025",25,13,"Removal","Control","forb","HEQU",7,0.25
"2025",25,13,"Removal","Control","forb","LIPO",3,0.15
"2025",25,13,"Removal","Control","forb","POGR",4,0.07
"2025",25,13,"Removal","Control","grass","BRPU",6,0.02
"2025",25,13,"Removal","Control","grass","ELGL",8,0.05
"2025",25,13,"Removal","Control","grass","MESP",3,0.05
"2025",25,13,"Removal","Control","grass","POST",1,0.015
"2025",25,13,"Removal","Control","legume","LUAR",4,0.11
"2025",25,13,"Removal","Control","sedge","CAHO",4,0.08
"2025",26,13,"Control","Control","forb","DEBA",1,0.03
"2025",26,13,"Control","Control","forb","EREL",1,0.02
"2025",26,13,"Control","Control","forb","ERSP",2,0.15
"2025",26,13,"Control","Control","forb","FRVI",3,0.02
"2025",26,13,"Control","Control","forb","GERI",1,0.01
"2025",26,13,"Control","Control","forb","HEQU",6,0.15
"2025",26,13,"Control","Control","forb","HYHO",1,0.02
"2025",26,13,"Control","Control","forb","MECI",1,0.05
"2025",26,13,"Control","Control","forb","POGR",4,0.07
"2025",26,13,"Control","Control","forb","SECR",1,0.005
"2025",26,13,"Control","Control","forb","THFE",1,0.01
"2025",26,13,"Control","Control","forb","VAOC",6,0.06
"2025",26,13,"Control","Control","grass","BRPU",6,0.015
"2025",26,13,"Control","Control","grass","ELGL",11,0.05
"2025",26,13,"Control","Control","grass","MESP",3,0.015
"2025",26,13,"Control","Control","legume","LUAR",6,0.15
"2025",26,13,"Control","Control","sedge","CAHO",2,0.06
"2025",26,13,"Control","Control","shrub","RIMO",1,0.05
"2025",27,14,"Control","Community","forb","ANSE",1,0.001
"2025",27,14,"Control","Community","forb","HEQU",10,0.12
"2025",27,14,"Control","Community","forb","HYHO",3,0.05
"2025",27,14,"Control","Community","forb","LIPO",2,0.07
"2025",27,14,"Control","Community","forb","MECI",7,0.05
"2025",27,14,"Control","Community","forb","SECR",2,0.01
"2025",27,14,"Control","Community","grass","BRPU",14,0.07
"2025",27,14,"Control","Community","shrub","RIMO",3,0.25
"2025",28,14,"Removal","Community","forb","BAVU",1,0.001
"2025",28,14,"Removal","Community","forb","DEBA",1,0.01
"2025",28,14,"Removal","Community","forb","FRVI",3,0.01
"2025",28,14,"Removal","Community","forb","HEQU",2,0.05
"2025",28,14,"Removal","Community","forb","HYHO",8,0.25
"2025",28,14,"Removal","Community","forb","MECI",2,0.01
"2025",28,14,"Removal","Community","forb","POGR",2,0.02
"2025",28,14,"Removal","Community","forb","SECR",4,0.02
"2025",28,14,"Removal","Community","grass","ELGL",4,0.02
"2025",28,14,"Removal","Community","grass","MESP",4,0.03
"2025",28,14,"Removal","Community","grass","PHAL",3,0.04
"2025",28,14,"Removal","Community","sedge","CAHO",5,0.01
"2025",28,14,"Removal","Community","shrub","RIMO",1,0.25
"2025",29,15,"Control","Castilleja","forb","ERCO",1,0.005
"2025",29,15,"Control","Castilleja","forb","EREL",1,0.005
"2025",29,15,"Control","Castilleja","forb","ERGR",1,0.001
"2025",29,15,"Control","Castilleja","forb","HEQU",3,0.09
"2025",29,15,"Control","Castilleja","forb","LIPO",1,0.05
"2025",29,15,"Control","Castilleja","forb","POGR",3,0.03
"2025",29,15,"Control","Castilleja","forb","RHIN",2,0.025
"2025",29,15,"Control","Castilleja","forb","SECR",2,0.01
"2025",29,15,"Control","Castilleja","forb","VAOC",5,0.01
"2025",29,15,"Control","Castilleja","forb","VINU",1,0.001
"2025",29,15,"Control","Castilleja","grass","ELGL",16,0.1
"2025",29,15,"Control","Castilleja","grass","MESP",4,0.08
"2025",29,15,"Control","Castilleja","legume","LUAR",7,0.2
"2025",30,15,"Removal","Castilleja","forb","ERCO",2,0.005
"2025",30,15,"Removal","Castilleja","forb","POGR",1,0.01
"2025",30,15,"Removal","Castilleja","forb","SECR",4,0.07
"2025",30,15,"Removal","Castilleja","forb","VAOC",3,0.005
"2025",30,15,"Removal","Castilleja","grass","ELGL",5,0.1
"2025",30,15,"Removal","Castilleja","grass","MESP",5,0.05
"2025",30,15,"Removal","Castilleja","grass","POST",3,0.01
"2025",30,15,"Removal","Castilleja","legume","LUAR",8,0.2
"2025",31,16,"Control","Control","forb","ANSE",1,0.001
"2025",31,16,"Control","Control","forb","BAVU",3,0.005
"2025",31,16,"Control","Control","forb","CHAN",1,0.005
"2025",31,16,"Control","Control","forb","ERGR",1,0.001
"2025",31,16,"Control","Control","forb","HEMU",1,0.01
"2025",31,16,"Control","Control","forb","HEQU",3,0.05
"2025",31,16,"Control","Control","forb","POGR",5,0.07
"2025",31,16,"Control","Control","forb","SECR",3,0.07
"2025",31,16,"Control","Control","forb","VAOC",8,0.01
"2025",31,16,"Control","Control","grass","ELGL",9,0.1
"2025",31,16,"Control","Control","grass","MESP",6,0.03
"2025",31,16,"Control","Control","grass","POST",2,0.03
"2025",31,16,"Control","Control","legume","LUAR",8,0.3
"2025",32,16,"Removal","Control","forb","CHAN",5,0.07
"2025",32,16,"Removal","Control","forb","ERCO",2,0.01
"2025",32,16,"Removal","Control","forb","HEMA",1,0.05
"2025",32,16,"Removal","Control","forb","HEMU",2,0.01
"2025",32,16,"Removal","Control","forb","HEQU",2,0.03
"2025",32,16,"Removal","Control","forb","POGR",4,0.07
"2025",32,16,"Removal","Control","forb","VAOC",11,0.03
"2025",32,16,"Removal","Control","forb","VECA",1,0.05
"2025",32,16,"Removal","Control","grass","ELGL",8,0.15
"2025",32,16,"Removal","Control","grass","MESP",8,0.2
"2025",32,16,"Removal","Control","grass","TRSP",3,0.01
"2025",32,16,"Removal","Control","legume","LUAR",8,0.3
"2025",33,17,"Removal","Community","forb","ANSE",3,0.01
"2025",33,17,"Removal","Community","forb","CHAN",4,0.035
"2025",33,17,"Removal","Community","forb","DEBA",3,0.04
"2025",33,17,"Removal","Community","forb","DESO",1,0.001
"2025",33,17,"Removal","Community","forb","ERCO",1,0.005
"2025",33,17,"Removal","Community","forb","HEMA",1,0.05
"2025",33,17,"Removal","Community","forb","HYHO",3,0.07
"2025",33,17,"Removal","Community","forb","SECR",5,0.08
"2025",33,17,"Removal","Community","forb","VAOC",17,0.05
"2025",33,17,"Removal","Community","grass","ELGL",7,0.02
"2025",33,17,"Removal","Community","grass","MESP",10,0.09
"2025",33,17,"Removal","Community","grass","PHAL",1,0.001
"2025",33,17,"Removal","Community","legume","LUAR",2,0.05
"2025",34,17,"Control","Community","forb","CHAN",8,0.15
"2025",34,17,"Control","Community","forb","DESO",3,0.005
"2025",34,17,"Control","Community","forb","DRSP",5,0.01
"2025",34,17,"Control","Community","forb","ERGR",2,0.005
"2025",34,17,"Control","Community","forb","GERI",1,0.015
"2025",34,17,"Control","Community","forb","HEMU",1,0.01
"2025",34,17,"Control","Community","forb","HYHO",2,0.02
"2025",34,17,"Control","Community","forb","MECI",5,0.09
"2025",34,17,"Control","Community","forb","RAIN",1,0.01
"2025",34,17,"Control","Community","forb","RUSA",3,0.08
"2025",34,17,"Control","Community","forb","SECR",2,0.02
"2025",34,17,"Control","Community","forb","VAOC",7,0.02
"2025",34,17,"Control","Community","forb","VECA",9,0.3
"2025",34,17,"Control","Community","grass","ELGL",8,0.05
"2025",34,17,"Control","Community","grass","MESP",4,0.1
"2025",34,17,"Control","Community","legume","LUAR",2,0.07
"2025",35,18,"Control","Community","forb","ANSE",6,0.02
"2025",35,18,"Control","Community","forb","CHAN",15,0.4
"2025",35,18,"Control","Community","forb","DEBA",1,0.03
"2025",35,18,"Control","Community","forb","DRSP",2,0.005
"2025",35,18,"Control","Community","forb","GERI",5,0.1
"2025",35,18,"Control","Community","forb","HEMA",1,0.2
"2025",35,18,"Control","Community","forb","HYCA",1,0.005
"2025",35,18,"Control","Community","forb","HYHO",4,0.05
"2025",35,18,"Control","Community","forb","LIPO",1,0.1
"2025",35,18,"Control","Community","forb","MECI",4,0.02
"2025",35,18,"Control","Community","forb","SECR",10,0.05
"2025",35,18,"Control","Community","forb","VAOC",3,0.01
"2025",35,18,"Control","Community","forb","VINU",3,0.01
"2025",35,18,"Control","Community","grass","BRPU",1,0.001
"2025",35,18,"Control","Community","grass","ELGL",15,0.07
"2025",35,18,"Control","Community","legume","LUAR",1,0.03
"2025",36,18,"Removal","Community","forb","CHAN",17,0.4
"2025",36,18,"Removal","Community","forb","DEBA",2,0.07
"2025",36,18,"Removal","Community","forb","DRSP",1,0.001
"2025",36,18,"Removal","Community","forb","EREL",1,0.01
"2025",36,18,"Removal","Community","forb","GERI",3,0.06
"2025",36,18,"Removal","Community","forb","HEMA",1,0.15
"2025",36,18,"Removal","Community","forb","HYHO",2,0.03
"2025",36,18,"Removal","Community","forb","LIPO",1,0.05
"2025",36,18,"Removal","Community","forb","MECI",4,0.03
"2025",36,18,"Removal","Community","forb","SECR",1,0.01
"2025",36,18,"Removal","Community","forb","VAOC",7,0.05
"2025",36,18,"Removal","Community","grass","BRPU",1,0.001
"2025",36,18,"Removal","Community","grass","ELGL",3,0.05
"2025",37,19,"Control","Castilleja","forb","CHAN",19,0.35
"2025",37,19,"Control","Castilleja","forb","DEBA",4,0.05
"2025",37,19,"Control","Castilleja","forb","ERCO",1,0.01
"2025",37,19,"Control","Castilleja","forb","EREL",12,0.1
"2025",37,19,"Control","Castilleja","forb","HEMA",1,0.05
"2025",37,19,"Control","Castilleja","forb","HYHO",11,0.3
"2025",37,19,"Control","Castilleja","forb","MECI",4,0.02
"2025",37,19,"Control","Castilleja","forb","RUSA",1,0.07
"2025",37,19,"Control","Castilleja","forb","SECR",7,0.05
"2025",37,19,"Control","Castilleja","forb","VAOC",3,0.01
"2025",37,19,"Control","Castilleja","grass","ELGL",7,0.05
"2025",37,19,"Control","Castilleja","grass","MESP",6,0.1
"2025",37,19,"Control","Castilleja","grass","POPR",3,0.02
"2025",37,19,"Control","Castilleja","sedge","CAHO",1,0.01
"2025",38,19,"Removal","Castilleja","forb","ANSE",1,0.005
"2025",38,19,"Removal","Castilleja","forb","BAVU",2,0.002
"2025",38,19,"Removal","Castilleja","forb","CHAN",19,0.25
"2025",38,19,"Removal","Castilleja","forb","EREL",12,0.1
"2025",38,19,"Removal","Castilleja","forb","GERI",1,0.03
"2025",38,19,"Removal","Castilleja","forb","HYHO",2,0.05
"2025",38,19,"Removal","Castilleja","forb","MECI",5,0.06
"2025",38,19,"Removal","Castilleja","forb","SECR",12,0.08
"2025",38,19,"Removal","Castilleja","forb","SIDR",2,0.01
"2025",38,19,"Removal","Castilleja","forb","VINU",7,0.03
"2025",38,19,"Removal","Castilleja","grass","ELGL",15,0.05
"2025",38,19,"Removal","Castilleja","grass","MESP",6,0.05
"2025",38,19,"Removal","Castilleja","grass","POPR",3,0.01
"2025",38,19,"Removal","Castilleja","legume","LUAR",5,0.3
"2025",39,20,"Control","Mixed","forb","BAVU",4,0.005
"2025",39,20,"Control","Mixed","forb","CHAN",2,0.04
"2025",39,20,"Control","Mixed","forb","DESO",3,0.005
"2025",39,20,"Control","Mixed","forb","ERCO",1,0.01
"2025",39,20,"Control","Mixed","forb","ERGR",2,0.005
"2025",39,20,"Control","Mixed","forb","GERI",5,0.15
"2025",39,20,"Control","Mixed","forb","HEMA",3,0.1
"2025",39,20,"Control","Mixed","forb","HYCA",1,0.005
"2025",39,20,"Control","Mixed","forb","MECI",2,0.05
"2025",39,20,"Control","Mixed","forb","PLTW",1,0.005
"2025",39,20,"Control","Mixed","forb","POGR",5,0.07
"2025",39,20,"Control","Mixed","forb","RAIN",3,0.01
"2025",39,20,"Control","Mixed","forb","SECR",4,0.12
"2025",39,20,"Control","Mixed","forb","TAOF",1,0.01
"2025",39,20,"Control","Mixed","forb","VAOC",5,0.02
"2025",39,20,"Control","Mixed","grass","BRPU",2,0.01
"2025",39,20,"Control","Mixed","grass","ELGL",12,0.05
"2025",39,20,"Control","Mixed","grass","MESP",7,0.1
"2025",39,20,"Control","Mixed","legume","LUAR",5,0.3
"2025",39,20,"Control","Mixed","legume","TRHY",3,0.06
"2025",40,20,"Removal","Mixed","forb","BAVU",1,0.001
"2025",40,20,"Removal","Mixed","forb","CHAN",1,0.01
"2025",40,20,"Removal","Mixed","forb","DESO",1,0.001
"2025",40,20,"Removal","Mixed","forb","DRSP",7,0.05
"2025",40,20,"Removal","Mixed","forb","ERCO",2,0.01
"2025",40,20,"Removal","Mixed","forb","HEMA",2,0.25
"2025",40,20,"Removal","Mixed","forb","HYHO",2,0.05
"2025",40,20,"Removal","Mixed","forb","MECI",3,0.02
"2025",40,20,"Removal","Mixed","forb","POGR",1,0.03
"2025",40,20,"Removal","Mixed","forb","SECR",5,0.03
"2025",40,20,"Removal","Mixed","grass","ELGL",10,0.03
"2025",40,20,"Removal","Mixed","legume","LUAR",3,0.1
